src,invoice_number,invoice_date,due_date,seller_name,client_name,total,tax,n_items,amt
batch1_1,64855498,08/01/2019,,Johnston-Douglas,Thompson Ltd,"1,09","0,10",1,109.0
batch1_1,17290430,05/27/2013,,Hodge-Stokes,Hamilton Ltd,"14 832,92","1 348,45",4,1483292.0
batch1_1,64603610,12/29/2013,,"Davila, Reed and Wright","Moore, Guerrero and Jacobson",8210.08,746.37,6,8210.08
batch1_1,26889356,07/21/2011,,Mcintyre-Cox,"Rivera, Santiago and Brown",122.12,11.10,3,122.12
batch1_1,74467550,04/04/2017,,Jordan-Morse,"Johnson, Brown and Chapman",9.00,0.82,1,9.0
batch1_1,32483210,11/29/2011,,"Robles, Carroll and Pittman",Quinn-Campos,76.99,7.00,3,76.99
batch1_1,92564069,09/14/2018,,"Brown, Werner and Smith",Holland PLC,2.18,0.20,1,2.18
batch1_1,61809225,10/24/2015,,Ellis-Thomas,Garcia Ltd,17740.25,1612.75,5,17740.25
batch1_1,13507183,09/09/2015,,Chavez Ltd,Roberts Ltd,"1 129,39","102,67",1,112939.0
batch1_1,60456703,09/01/2016,,Hines Ltd,Brown Ltd,373.98,34.00,2,373.98
batch1_1,53737787,12/08/2011,,Levy-Vargas,Kelly-Herring,205.50,18.68,3,205.5
batch1_1,83155269,10/27/2020,,"Dickerson, Brewer and Morris","Powell, Norman and Parsons",324.50,29.50,1,324.5
batch1_1,12847181,03/03/2012,,Fitzpatrick and Sons,Duncan PLC,6 860.45,623.68,5,6860.45
batch1_1,70231143,10/29/2012,,Hanson Ltd,Gibson-Prince,15 937.63,1 448.88,3,15937.63
batch1_1,79990560,05/09/2016,,"Stephens, Lopez and Ramirez",Sosa-Jackson,415.73,37.79,3,415.73
batch1_1,55149610,02/23/2012,,King PLC,Parker-Williams,2 779.70,252.70,2,2779.7
batch1_1,65498230,02/16/2021,,Duncan Ltd,Edwards-Archer,50.05,4.55,1,50.05
batch1_1,91296589,09/04/2019,,"Wagner, Jensen and Key",King Inc,"1 669,75","151,80",2,166975.0
batch1_1,85238418,05/03/2012,,Spencer Group,Burgess Ltd,178.83,16.26,6,178.83
batch1_1,32357396,04/19/2020,,Obrien Inc,Becker LLC,"62 778,56","5 707,14",5,6277856.0
batch1_1,81149702,02/05/2012,,Vega Inc,"Sanchez, Miller and Mitchell",924.44,84.04,5,924.44
batch1_1,60665075,01/15/2018,,"Martin, Graham and Newman","Jennings, Baldwin and Collins",84 314.78,7 664.98,6,84314.78
batch1_1,68963398,01/16/2017,,Tucker-Shaw,Trevino-Sanders,99.88,9.08,3,99.88
batch1_1,29800590,08/10/2012,,Lambert-Gomez,"Hines, Hickman and Johnson",1084.56,98.60,4,1084.56
batch1_1,90853270,03/04/2013,,"Underwood, Rowe and Peterson",Anderson LLC,989.67,89.97,2,989.67
batch1_1,89042780,10/16/2015,,"Henderson, Brown and Carson","Brown, Dodson and Weaver",2099.42,190.86,3,2099.42
batch1_1,50405163,04/16/2020,,"Shah, Parsons and Shea",Navarro Inc,3065.64,278.69,5,3065.64
batch1_1,93356118,06/14/2013,,Simon-Colon,"Robinson, Cannon and Ray","9 645,88","876,90",2,964588.0
batch1_1,53221040,12/26/2014,,Preston Inc,Mathews-Harrison,"3 454,44","314,04",2,345444.0
batch1_1,33299774,10/24/2015,,"Garcia, Avery and Hernandez",Dennis LLC,1721.01,156.46,3,1721.01
batch1_1,26413291,01/17/2019,,Morales-Snyder,"Mejia, Lopez and Jones",78.58,7.14,4,78.58
batch1_1,39652805,03/20/2020,,Lewis and Sons,Hancock LLC,329.99,30.00,1,329.99
batch1_1,78321725,06/21/2015,,Flores and Sons,Ross-Fernandez,150.19,13.65,5,150.19
batch1_1,48131301,11/05/2019,,"Williams, Boone and Allen","Berry, Strickland and Lawson","2 194,50","199,50",1,219450.0
batch1_1,39489564,06/20/2015,,Sparks-Garcia,Martin PLC,337.45,30.68,4,337.45
batch1_1,98788913,11/15/2014,,Salazar-Zavala,Ball and Sons,"465,17","42,29",5,46517.0
batch1_1,37763406,08/17/2015,,Kaufman-Martin,Brown Ltd,70 053.37,6 368.49,7,70053.37
batch1_1,74263194,03/28/2020,,Duran Group,Mayer-Bates,131.92,11.99,2,131.92
batch1_1,98852451,09/02/2019,,Peterson LLC,"Patterson, Pierce and Fuentes",4151.23,377.38,4,4151.23
batch1_1,23436462,03/06/2012,,"Franklin, Wilson and Moore","Rivera, Cruz and Lane","38 879,73","3 534,52",7,3887973.0
batch1_1,51661013,05/11/2021,,Rivas PLC,Walker PLC,198.00,18.00,2,198.0
batch1_1,35963820,07/22/2020,,Cook and Sons,Spears-Wilson,159.45,14.50,7,159.45
batch1_1,32530432,11/11/2014,,"Smith, Gonzalez and Wallace",Barnes PLC,5 597.66,508.88,6,5597.66
batch1_1,25687531,01/10/2012,,"Moore, Gallagher and Villanueva","Jones, Andrade and Roth",1237.50,112.50,2,1237.5
batch1_1,83642064,10/17/2020,,"Sanchez, Richards and James",Burns-Watts,791.96,72.00,2,791.96
batch1_1,10060256,12/22/2013,,Kim-Davenport,Baker-Dixon,500.24,45.48,7,500.24
batch1_1,49848653,05/15/2018,,"Edwards, Smith and Foster","Chapman, Baker and Allison",161.94,14.72,2,161.94
batch1_1,93053660,10/09/2014,,James LLC,Barnes LLC,375.04,34.09,3,375.04
batch1_1,11460594,04/09/2016,,Reyes-Ellis,Walsh-Pearson,638.57,58.05,7,638.57
batch1_1,68899128,10/15/2013,,Dominguez LLC,"Werner, Gilmore and Martin",1159.39,105.40,4,1159.39
batch1_1,67123367,03/19/2020,,Bennett PLC,Hernandez LLC,1770.90,160.99,3,1770.9
batch1_1,74337375,11/26/2018,,Trujillo-Johnson,"Garrett, Simmons and Smith",191.57,17.42,6,191.57
batch1_1,83337807,08/29/2015,,Logan Ltd,James-Cooley,41.53,3.78,1,41.53
batch1_1,63246591,01/07/2020,,"Rose, Smith and Moreno",Williams-Jimenez,19.76,1.80,1,19.76
batch1_1,38086377,04/22/2018,,"Hobbs, Chavez and Norman",Martinez-Casey,415.69,37.79,2,415.69
batch1_1,59334099,12/04/2019,,Jones LLC,Roberts and Sons,106.70,9.70,1,106.7
batch1_1,69638281,07/09/2014,,Powers-Parker,Anderson-Lindsey,66.00,6.00,1,66.0
batch1_1,90265578,12/29/2017,,Cabrera-Thompson,Martin-Morgan,1095.24,99.57,6,1095.24
batch1_1,38680884,12/22/2015,,"Barnes, Roberts and Hayes","Taylor, Padilla and Carson",112.13,10.19,2,112.13
batch1_1,14139811,09/05/2018,,Anderson-Nguyen,Smith-Coleman,524.67,47.70,2,524.67
batch1_1,26660573,03/08/2014,,"Nelson, Norris and Barron",Sparks-Burton,155.98,14.18,1,155.98
batch1_1,98858130,01/28/2021,,"Dominguez, Jackson and Steele","Rodriguez, Hall and Tanner",401.88,40.19,5,401.88
batch1_1,13865937,10/05/2014,,White and Sons,Butler LLC,359.26,32.66,2,359.26
batch1_1,91851148,11/08/2015,,"Freeman, Carter and Peterson",Ryan-Harrison,760.10,69.10,2,760.1
batch1_1,99173131,08/30/2011,,Williams Group,Willis and Sons,40.30,3.66,2,40.3
batch1_1,40259650,06/08/2019,,Medina Inc,Mills Inc,154.10,14.01,4,154.1
batch1_1,94959966,03/14/2013,,"Cordova, Guerrero and White","Underwood, Ryan and Kelley",171.24,15.57,4,171.24
batch1_1,40631256,02/05/2014,,Gonzales-Callahan,Russell-Jackson,395.75,35.98,4,395.75
batch1_1,69607855,08/02/2014,,Shaffer Ltd,Wright LLC,22 660.00,2 060.00,1,22660.0
batch1_1,31447231,06/18/2017,,"Sellers, Marsh and Cabrera",English-Sanchez,8357.28,759.75,7,8357.28
batch1_1,52786363,06/11/2011,,Thomas-Moore,Villanueva-Gonzalez,25.50,2.32,1,25.5
batch1_1,12492197,07/05/2020,,Holland-Austin,Evans-Martin,1324.32,120.39,5,1324.32
batch1_1,34911755,01/30/2019,,"Graham, Floyd and Johnson","Martin, Russo and Gaines","199,20","18,11",3,19920.0
batch1_1,44910862,03/19/2017,,Potts LLC,Everett Group,232.16,23.22,5,232.16
batch1_1,35712927,05/02/2018,,Barker-Hill,"Cook, Duncan and Martin",833.12,75.74,7,833.12
batch1_1,95825613,04/15/2017,,Johnson Ltd,"Carter, Mueller and Clark",51823.31,4711.21,4,51823.31
batch1_1,25532811,07/07/2016,,Sandoval-Mckenzie,"Terry, Lindsey and Fox","3 541,78",321.98,7,354178.0
batch1_1,94027975,07/22/2014,,"Johnson, Williams and Melton",Taylor-Levy,87.96,8.00,1,87.96
batch1_1,61113263,02/04/2014,,Thomas-Andrade,"Macdonald, Bentley and Nguyen","26 329,42","2 393,58",2,2632942.0
batch1_1,50840230,04/27/2017,,Reyes Ltd,"Parker, Hood and Harvey",593.20,53.93,5,593.2
batch1_1,72256079,04/01/2018,,Farmer Inc,Hanna-Tapia,916.21,83.29,1,916.21
batch1_1,22883270,06/20/2018,,"Cox, Garcia and Briggs",Jordan LLC,5493.34,499.39,6,5493.34
batch1_1,85163803,04/23/2014,,Rangel-Edwards,"Collins, Moody and Green",13 111.43,1 191.95,7,13111.43
batch1_1,26700559,01/11/2018,,Martinez PLC,Harrison and Sons,342.87,31.17,3,342.87
batch1_1,45234802,09/06/2013,,Williams-Burns,Richards-Lester,1731.35,157.40,5,1731.35
batch1_1,81153047,12/12/2020,,"White, Watkins and Barton","Sparks, Wang and West",203.19,18.47,2,203.19
batch1_1,60866416,02/17/2021,,"Parker, Patterson and Smith",Arnold PLC,284.86,25.90,2,284.86
batch1_1,28618390,08/09/2014,,Vance Inc,"Brown, Smith and Blevins",328.42,29.86,3,328.42
batch1_1,54212825,05/01/2015,,Hutchinson PLC,Chapman-Long,551.54,50.14,7,551.54
batch1_1,45743873,02/23/2014,,Smith PLC,Todd-Barnes,64.99,5.91,1,64.99
batch1_1,62517865,06/02/2015,,Trujillo-Hunt,Lee and Sons,9.35,0.85,1,9.35
batch1_1,99314100,06/25/2014,,"Michael, Farrell and Lee","Collins, Barrett and Schroeder",6 573.33,597.58,2,6573.33
batch1_1,22553110,07/26/2011,,Evans-Nelson,Black LLC,44 630.49,4 057.32,6,44630.49
batch1_1,94138597,02/05/2018,,Ochoa-Scott,Green LLC,1773.75,161.25,2,1773.75
batch1_1,96947403,10/09/2011,,Frazier-Rose,Cruz LLC,529.78,48.16,7,529.78
batch1_1,27405523,03/24/2018,,"Case, Mccarthy and Dean",Peterson-Crane,120.62,10.97,6,120.62
batch1_1,53272540,12/16/2015,,"Melendez, Clark and Avery","Cabrera, Todd and Anderson",389.27,35.39,3,389.27
batch1_1,98964062,05/30/2018,,Scott LLC,Lawrence-Pacheco,274.45,24.95,4,274.45
batch1_1,76272465,01/06/2017,,Williams PLC,Mcdonald-Green,665.49,60.50,5,665.49
batch1_1,44649974,11/27/2012,,Herrera-Hamilton,Lopez and Sons,3187.64,289.79,6,3187.64
batch1_1,74427960,04/03/2014,,"Butler, Salazar and Davis","Wright, Beasley and Berry",880.89,80.08,5,880.89
batch1_1,41888239,08/11/2018,,Snyder-Singleton,Stewart PLC,"6 594,14",599.47,6,659414.0
batch1_1,33035917,11/26/2017,,Harris Group,Hodge Inc,9 908.95,900.81,5,9908.95
batch1_1,12590251,01/17/2016,,"Harrison, Tucker and Choi",Logan-Rodriguez,2237.95,203.45,6,2237.95
batch1_1,90042261,05/29/2012,,Weiss PLC,"Garcia, Bates and Romero",726.52,66.05,6,726.52
batch1_1,73019594,05/11/2020,,"Knight, Howell and Pugh",Jenkins PLC,993.96,90.36,2,993.96
batch1_1,95434324,10/16/2017,,Gross-Aguilar,Wood-Mccarty,1026.70,93.34,7,1026.7
batch1_1,60552183,02/01/2020,,Campbell Group,Moreno-Black,39 974.41,3 634.04,7,39974.41
batch1_1,97022721,04/28/2019,,Huff-Lowe,Brown Ltd,4416.24,401.48,5,4416.24
batch1_1,53543863,07/09/2020,,Cohen LLC,Mclean-Chaney,1 802.53,163.87,7,1802.53
batch1_1,49929761,02/04/2021,,Garcia Ltd,"Anderson, Davidson and Webster",3805.63,345.97,6,3805.63
batch1_1,28488969,01/04/2019,,Reid Ltd,Maldonado-Berger,"113 938,41","10 358,04",6,11393841.0
batch1_1,65863078,03/16/2017,,Mejia-Garcia,Mcmahon-Shelton,1 843.40,167.58,4,1843.4
batch1_1,73144550,01/31/2012,,"Mcdowell, Odom and Crosby",Rodriguez-Sherman,63.32,5.76,4,63.32
batch1_1,17811597,07/24/2013,,Jensen PLC,Cox-Moore,"3 756,43","341,49",4,375643.0
batch1_1,85473134,04/24/2017,,Saunders-Lee,Molina Inc,889.76,80.89,7,889.76
batch1_1,79064100,05/25/2018,,Love Inc,Brown and Sons,92.88,8.44,2,92.88
batch1_1,60595703,08/13/2019,,"Bullock, Jenkins and Harrison",Gibbs Ltd,"8 605,01","782,27",7,860501.0
batch1_1,74819543,10/07/2020,,"Solomon, Ford and Ellis",Hamilton-Jackson,137.50,12.50,1,137.5
batch1_1,83299043,06/24/2019,,Clayton Inc,Joseph and Sons,3 129.42,284.49,7,3129.42
batch1_1,53553822,07/24/2012,,Lee-Brown,"Bass, Kelly and Barnes",25738.94,2339.90,3,25738.94
batch1_1,72492750,02/03/2013,,Ramsey-Marshall,Gomez Ltd,"377,52","34,32",3,37752.0
batch1_1,37060863,01/30/2021,,Floyd-Figueroa,Torres and Sons,2022.82,183.89,7,2022.82
batch1_1,41893391,08/08/2015,,Moore and Sons,"Charles, Vazquez and Fernandez",1438.21,130.75,7,1438.21
batch1_1,99106655,06/12/2017,,Harris and Sons,Thomas-Vazquez,"5 743,69","522,15",6,574369.0
batch1_1,76098038,08/20/2012,,Kennedy-Odonnell,Hinton LLC,169.25,15.39,4,169.25
batch1_1,83842319,05/12/2014,,"Robinson, Nielsen and Newman",Mcdonald Inc,60.45,5.50,1,60.45
batch1_1,82017885,01/20/2012,,Porter PLC,"Webb, Bradshaw and Keller",1023.94,93.09,6,1023.94
batch1_1,78796145,03/28/2017,,Jones Ltd,"Coleman, Cowan and Mejia",21710.03,1973.64,3,21710.03
batch1_1,11640046,11/06/2014,,Atkinson-Woods,Turner Ltd,8487.82,771.62,5,8487.82
batch1_1,29075921,05/24/2021,,Rosales-Krause,May LLC,"21 467,33","1 951,58",3,2146733.0
batch1_1,18531177,04/30/2015,,"Adkins, Campbell and Butler","Bird, Bates and Johnston",245.20,22.29,4,245.2
batch1_1,69614664,11/28/2011,,Compton and Sons,"Olson, Simon and Smith",19.69,1.79,1,19.69
batch1_1,69117260,08/12/2019,,"Robinson, Solis and Smith",James and Sons,46.75,4.25,1,46.75
batch1_1,45175273,03/30/2020,,Thomas and Sons,"Smith, Fox and Castaneda",771.54,70.14,4,771.54
batch1_1,39510474,08/24/2018,,Salinas Inc,Bailey Ltd,47.28,4.30,1,47.28
batch1_1,35992997,02/01/2017,,Anderson Inc,Clark-Herring,37016.78,3365.16,6,37016.78
batch1_1,15691351,05/10/2015,,Haynes-Robles,Garza LLC,"19 347,41","1 758,86",6,1934741.0
batch1_1,97781335,12/21/2018,,"Mccormick, Hendricks and Powers","Poole, Hood and Landry",88976.98,8088.82,7,88976.98
batch1_1,43292704,06/20/2015,,Ball-King,Stewart-Moyer,107 680.75,9 789.16,5,107680.75
batch1_1,69062791,02/16/2021,,Torres Group,Parker-Lam,2 322.84,211.17,3,2322.84
batch1_1,19471831,04/09/2014,,Palmer Ltd,"Rios, Oneill and Rowe","44 745,59","4 067,78",3,4474559.0
batch1_1,77931288,10/20/2019,,Owens-Perez,Phillips PLC,"329,83",29.98,4,32983.0
batch1_1,69057610,08/20/2013,,Williams Group,Frazier-Davis,17 529.89,1 593.63,3,17529.89
batch1_1,69652053,11/19/2014,,"Sanders, Reed and Olson",Avila Group,"15 096,06","1 372,37",2,1509606.0
batch1_1,33696326,08/07/2013,,Patel and Sons,Turner-Wilson,32625.33,2965.94,5,32625.33
batch1_1,60991397,02/25/2021,,Blair LLC,"Gomez, Hall and Boyd",281.25,25.57,5,281.25
batch1_1,92919413,10/04/2020,,Jones and Sons,Hamilton-Simmons,6 591.93,599.27,5,6591.93
batch1_1,24327499,11/28/2017,,"White, Ward and Esparza",Johnson-Rodriguez,19 208.48,1 746.23,5,19208.48
batch1_1,24206086,05/24/2012,,"Hall, Hancock and Holt",Weber-Roy,8.80,0.80,1,8.8
batch1_1,23897213,07/14/2019,,"Moore, Thomas and Crosby",Aguirre Ltd,277.89,25.26,7,277.89
batch1_1,10372826,05/15/2019,,"Graham, Briggs and Anderson",Moore Group,"276,60","25,15",3,27660.0
batch1_1,89959314,09/01/2012,,Robinson Group,Wolf and Sons,"1 740,04",158.19,4,174004.0
batch1_1,68350338,04/25/2012,,Mendoza-Gonzalez,"Chapman, Scott and Jennings","9 053,23","823,02",5,905323.0
batch1_1,76322049,05/21/2021,,"Carter, Molina and Garcia",Jones LLC,194.82,17.71,4,194.82
batch1_1,74221189,10/26/2015,,Perry Inc,Caldwell-Jordan,262.77,23.89,4,262.77
batch1_1,45302561,11/25/2015,,Wright-Hall,Finley PLC,"137 354,02","12 486,73",7,13735402.0
batch1_1,14165207,02/13/2014,,Patel-Park,"Adkins, Hodges and Hawkins",97.76,8.89,7,97.76
batch1_1,58269935,11/12/2017,,"Brown, Jackson and Keller",Stephens LLC,457.91,41.63,7,457.91
batch1_1,77980602,05/07/2017,,Cohen-Fleming,Hoffman-Foley,314.27,28.57,4,314.27
batch1_1,29870205,03/15/2013,,"Banks, Wright and Mills",White LLC,1214.29,110.39,5,1214.29
batch1_1,97776691,04/16/2014,,Acosta-Mendoza,"Malone, Pierce and Morgan",1883.91,171.26,7,1883.91
batch1_1,57475368,06/19/2020,,Hayes-Sanders,"Warren, Campbell and Cohen",1473.80,133.98,7,1473.8
batch1_1,58715920,01/05/2015,,Adams-Kelly,Moore Inc,"19 189,78","1 744,53",5,1918978.0
batch1_1,92354720,07/05/2018,,"Delgado, Smith and Austin",Randolph Inc,565.00,51.36,6,565.0
batch1_1,81432357,07/30/2020,,Tran LLC,"Golden, Gross and Rivera",10305.77,936.89,4,10305.77
batch1_1,38710038,07/27/2013,,Ruiz-Foster,"Miller, Baldwin and Nichols",5989.26,544.48,6,5989.26
batch1_1,39077025,12/15/2011,,Daniel-Benson,"Mcdonald, Jordan and Malone",3901.63,354.69,5,3901.63
batch1_1,59051048,12/12/2015,,"Howell, Underwood and Davis",Gardner LLC,294.27,26.75,5,294.27
batch1_1,16543713,11/21/2016,,"Hoover, Nunez and Lewis",Garrett LLC,"113 464,52","10 314,96",7,11346452.0
batch1_1,86504530,08/03/2014,,"Campbell, Hernandez and Myers","Ward, Stewart and Bennett","20 986,37","1 907,85",3,2098637.0
batch1_1,30083114,12/19/2016,,"Smith, Garcia and Brown",Diaz LLC,610.81,55.53,7,610.81
batch1_1,45141161,11/18/2011,,Webster-Pierce,"Carter, Kelley and Scott",5 255.87,477.81,4,5255.87
batch1_1,27006132,09/18/2017,,"Vasquez, May and Lewis","White, Hayes and Blackwell",5289.89,480.90,5,5289.89
batch1_1,35014787,01/17/2012,,"Rich, Bentley and Schmidt",Avila and Sons,156.45,14.22,4,156.45
batch1_1,46460686,12/23/2017,,"Barnes, Parks and Jenkins","Caldwell, Whitehead and Schwartz","18 471,60","1 679,24",5,1847160.0
batch1_1,63279909,01/27/2012,,Jacobson-Wilson,Baker PLC,259.96,26.00,2,259.96
batch1_1,33310882,01/23/2020,,Brown Group,"Davis, Hogan and Hardin",2 446.21,222.38,5,2446.21
batch1_1,37598290,09/04/2016,,"Beck, Martin and Jones","Kent, Russell and Dixon",3 255.91,295.99,4,3255.91
batch1_1,68378638,10/11/2018,,Lewis-Moyer,Benson-Marshall,698.89,63.54,6,698.89
batch1_1,94098997,10/04/2020,,"Snyder, Bryan and Booth",Ashley-Perry,15231.45,1384.68,5,15231.45
batch1_1,69556867,02/14/2017,,Houston Group,Harding Inc,1190.54,108.23,3,1190.54
batch1_1,51467723,04/21/2019,,Johnson-Brooks,"Proctor, Morgan and Williams","106 498,92","9 681,72",7,10649892.0
batch1_1,50956755,09/06/2019,,Miller Inc,Conley-Irwin,31 954.82,2 904.98,7,31954.82
batch1_1,41887329,11/26/2020,,Lee Inc,Olsen Ltd,"19 084,92","1 734,99",7,1908492.0
batch1_1,76880869,08/13/2018,,Montoya-Williams,"Walker, Anderson and Medina","5101,65","463,79",7,510165.0
batch1_1,44848471,03/26/2021,,"Proctor, Levy and Willis","Roth, Morris and Schultz",838.68,76.24,4,838.68
batch1_1,25844703,07/09/2013,,Kim Ltd,Steele PLC,"158 490,25","14 408,20",6,15849025.0
batch1_1,28807915,06/10/2020,,Lucas-Hall,Dixon-Thompson,2 861.80,260.16,7,2861.8
batch1_1,40046347,07/28/2011,,Campos-Cooper,"Schneider, Carr and Vazquez",130.83,11.89,5,130.83
batch1_1,49593532,10/01/2013,,Lee Group,"Garcia, Sanchez and Marshall",5 900.59,536.42,6,5900.59
batch1_1,64994538,03/12/2017,,Martinez Group,Stanley-Green,"30 210,16","2 746,38",3,3021016.0
batch1_1,57770024,12/12/2020,,Thompson-Miller,Lopez LLC,"8 820,75","801,89",6,882075.0
batch1_1,43437889,12/06/2019,,"Smith, Jennings and Daugherty",Gallagher LLC,5 371.27,488.30,5,5371.27
batch1_1,60416276,04/01/2016,,Hodge PLC,Juarez PLC,600.15,54.56,7,600.15
batch1_1,86225018,12/18/2015,,Collins Group,Pope LLC,"5 950,69","540,97",5,595069.0
batch1_1,22956460,06/26/2019,,Welch PLC,"Wright, Aguirre and Harper",2617.93,237.99,6,2617.93
batch1_1,85432283,12/13/2014,,Stanton-Williams,Thompson-Perry,"125,30","11,39",3,12530.0
batch1_1,63279232,04/24/2017,,"Allen, Gibbs and Holmes",Jones-Black,328.20,29.84,3,328.2
batch1_1,40217081,09/15/2014,,Stone PLC,Allen Inc,714.03,64.91,5,714.03
batch1_1,89969473,10/29/2016,,Johnson-Martin,"Deleon, Davila and Allen",797.91,72.54,5,797.91
batch1_1,67300087,03/16/2018,,Dean LLC,Barrett-Harris,22409.38,2037.22,6,22409.38
batch1_1,45562249,10/19/2018,,Mccormick PLC,"Williams, Smith and Myers",424.93,38.63,6,424.93
batch1_1,97511742,04/07/2016,,Decker PLC,Boyle Ltd,4 746.42,431.49,5,4746.42
batch1_1,58126171,08/14/2015,,Mclean Inc,Richards and Sons,"33 972,73","3 088,43",4,3397273.0
batch1_1,90290650,04/24/2018,,"Ramirez, Miller and Morris","Walker, Patterson and Evans","2 843,46",258.50,6,284346.0
batch1_1,51300355,03/28/2012,,Williams Ltd,King-Johnson,570.82,51.89,6,570.82
batch1_1,84752922,10/16/2013,,"Patrick, Strong and Miller",Hernandez and Sons,1028.39,93.49,3,1028.39
batch1_1,81858677,12/25/2012,,Gonzalez and Sons,Anderson Group,2 388.93,217.18,5,2388.93
batch1_1,39193381,06/19/2015,,Miller-Nunez,Mata Group,3 607.73,327.98,2,3607.73
batch1_1,90418276,09/06/2016,,"Robinson, Noble and Hayden","Ramirez, Riggs and Rosario",7641.32,764.13,7,7641.32
batch1_1,22529030,02/02/2018,,"Hogan, Adkins and Rogers",Johnson LLC,"2 389,07","217,19",7,238907.0
batch1_1,51109338,04/13/2013,,"Andrews, Kirby and Valdez",Becker Ltd,"6 204,19","564,02",7,620419.0
batch1_1,89299747,04/14/2018,,"Jones, Davis and Moses",Cox LLC,389.00,35.36,6,389.0
batch1_1,52335893,09/30/2012,,Stanley Group,Mcbride-Sanchez,"16 537,65","1 503,42",7,1653765.0
batch1_1,44048791,06/30/2015,,Baird-Morris,Smith-Wells,"12 955,61","1 177,78",7,1295561.0
batch1_1,54557938,08/03/2016,,"Kim, Lloyd and White","Clark, Russell and Johns","5857,51","532,50",6,585751.0
batch1_1,19091235,04/22/2020,,Khan-Wyatt,King PLC,5370.54,488.23,5,5370.54
batch1_1,62005229,03/05/2018,,Harmon LLC,Chapman LLC,76.98,7.00,1,76.98
batch1_1,52230192,08/10/2012,,Campbell-Gordon,"Smith, Richardson and Brown",17 108.96,1 555.36,6,17108.96
batch1_1,11926242,03/01/2012,,Bailey PLC,Turner Inc,3 674.52,334.05,5,3674.52
batch1_1,31311902,06/04/2017,,"Hodges, Porter and Bass","Young, Rosales and Graham","467,17","42,47",7,46717.0
batch1_1,57168941,10/19/2020,,Sullivan Group,Brown Ltd,1620.38,147.31,3,1620.38
batch1_1,66053252,10/26/2017,,Parks-Castillo,Brown-Graves,49665.33,4515.03,7,49665.33
batch1_1,48440593,06/27/2014,,Patton-Barrett,Warren Group,3 620.84,329.17,6,3620.84
batch1_1,11829549,05/13/2017,,Smith-Myers,"Tapia, Robinson and Miller",172.26,15.66,3,172.26
batch1_1,73164326,07/13/2012,,Larson-Freeman,"Meyer, Horne and Hartman",8 377.33,761.58,5,8377.33
batch1_1,87301946,02/23/2012,,"Baker, Meyers and Diaz",Chavez Ltd,"9 091,20","826,47",6,909120.0
batch1_1,19507687,09/19/2018,,Houston-Brooks,"Moore, Hill and Ford","61 189,67","5 562,70",3,6118967.0
batch1_1,15172184,08/24/2017,,Hart-Wright,Foster-Parks,"5 301,89","481,99",5,530189.0
batch1_1,68800500,07/14/2013,,"Scott, Long and Smith","Russo, Schroeder and Hanson",538.73,48.98,7,538.73
batch1_1,65981953,05/14/2020,,Horton LLC,Jackson-Holland,1 028.36,93.49,3,1028.36
batch1_1,33965841,11/27/2017,,Moore-Kelly,"Hanson, Mathews and Brown",228.10,20.74,4,228.1
batch1_1,14845988,10/25/2017,,"Taylor, Chen and Hooper",Porter-Martinez,1 656.47,150.59,4,1656.47
batch1_1,31386585,02/03/2021,,Rodgers-Garcia,Bruce-Reid,219.98,20.00,1,219.98
batch1_1,42910151,04/05/2013,,"Terry, Mccarthy and Clark","Schultz, Thomas and Lang","40 507,41","3 682,49",6,4050741.0
batch1_1,96430839,01/13/2019,,"Bennett, Chavez and Vazquez",Alexander-Petersen,4958.16,450.74,5,4958.16
batch1_1,69721323,05/07/2019,,Murray-Eaton,"Cuevas, Reid and Hurst",9145.62,831.42,5,9145.62
batch1_1,35259356,01/20/2018,,Wilkins Ltd,Ross Inc,"692,78","62,98",6,69278.0
batch1_1,71388340,02/21/2021,,Berg Ltd,Hicks-Mayer,"14317,42","1301,58",6,1431742.0
batch1_1,30208398,05/24/2019,,"Thomas, White and Smith","Green, Scott and Miller",44.28,4.03,2,44.28
batch1_1,87873157,05/09/2017,,Kirby Group,Martin-Allison,"6,60","0,60",1,660.0
batch1_1,29534383,05/30/2017,,"Cook, Bartlett and Giles","Smith, Herrera and Graves",362.27,32.93,2,362.27
batch1_1,77715322,08/23/2013,,Pena-Boyd,Branch-White,39.53,3.59,2,39.53
batch1_1,35163496,10/28/2019,,"Mcpherson, Stark and Rodriguez",Holland LLC,"792,10","72,01",7,79210.0
batch1_1,68766191,09/26/2012,,Campbell LLC,Ellison-Simpson,3717.66,337.97,7,3717.66
batch1_2,34476404,07/24/2018,,"Carrillo, Lara and Hooper",Ellis and Sons,"34 486,08","3 135,10",4,3448608.0
batch1_2,18999056,07/29/2011,,Wood-Kim,Thompson PLC,"164,97","15,00",1,16497.0
batch1_2,33289699,12/24/2012,,Hall-Martinez,Haynes-Woods,439.95,40.00,1,439.95
batch1_2,22758345,12/21/2015,,"Hensley, Harrison and Miller",Peters LLC,2694.13,244.92,5,2694.13
batch1_2,79036267,09/16/2016,,"Anderson, Gentry and Williams",Bradley-Daniel,1176.62,106.97,3,1176.62
batch1_2,11556735,03/07/2014,,Weaver-Barber,Scott Ltd,"388,63","35,33",4,38863.0
batch1_2,35382296,09/07/2016,,Norman-Best,"Gilbert, Spencer and Anderson",1 930.23,175.48,2,1930.23
