file_name,amount,seq
batch1-0179,726.52,1038
batch1-0204,1473.8,1039
batch1-1118,26764.68,1040
batch1-0368,107.78,1041
batch1-0545,228.92,1042
batch1-0401,740.69,1043
batch1-0493,2389.07,1044
batch1-0921,8695.03,1045
batch1-1283,133.23,1046
batch1-0839,229.79,1047
batch1-1033,1102.9,1048
batch1-0001,6204.19,1049
batch1-0188,8357.28,1050
batch1-1125,138.53,1051
batch1-1428,307.89,1052
batch1-0144,415.73,1053
batch1-0792,6530.55,1054
batch1-0317,13111.43,1055
batch1-0465,108.06,1056
batch1-0881,231.12,1057
batch1-1138,584.48,1058
batch1-0077,5295.73,1059
batch1-1111,15764.17,1060
batch1-0031,29.67,1061
batch1-1086,262.63,1062
batch1-0219,565.0,1063
batch1-1346,4572.37,1064
batch1-0025,7920.0,1065
batch1-0570,43.96,1066
batch1-1186,210.8,1067
batch1-0028,1140.24,1068
batch1-1063,2810.26,1069
batch1-0003,44745.59,1070
batch1-1471,104.06,1071
batch1-0250,208.5,1072
batch1-0905,557.85,1073
batch1-0205,3262.02,1074
batch1-0679,8450.91,1075
batch1-1187,153.97,1076
batch1-0752,228.68,1077
batch1-0999,1017.45,1078
batch1-1181,5899.43,1079
batch1-0948,67572.13,1080
batch1-0990,3.29,1081
batch1-0080,291.92,1082
batch1-1223,712.45,1083
batch1-0208,5493.34,1084
batch1-1204,7098.43,1085
batch1-0259,130.83,1086
batch1-0684,180.87,1087
batch1-1126,764.24,1088
batch1-1074,1394.75,1089
batch1-0079,62778.56,1090
batch1-0924,110.0,1091
batch1-0076,187.0,1092
batch1-0294,989.67,1093
batch1-0731,1430.92,1094
batch1-1356,7986.35,1095
batch1-1159,117.04,1096
batch1-0289,350.24,1097
batch1-0139,743.58,1098
batch1-0457,2441.81,1099
batch1-0554,12627.75,1100
batch1-0177,19.22,1101
batch1-1284,203.41,1102
batch1-0441,924.44,1103
batch1-1275,5536.89,1104
batch1-0955,14934.73,1105
batch1-0763,80.28,1106
batch1-0300,343.87,1107
batch1-1113,720.43,1108
batch1-1160,1963.26,1109
batch1-0802,46660.9,1110
batch1-0653,145.94,1111
batch1-0771,402.99,1112
batch1-1079,437.7,1113
batch1-0054,4007.31,1114
batch1-0939,57483.07,1115
batch1-0197,9.0,1116
batch1-0433,306.82,1117
batch1-1443,493.83,1118
batch1-0136,5605.15,1119
batch1-1072,19932.0,1120
batch1-0835,142.11,1121
batch1-0225,199.2,1122
batch1-0925,482.25,1123
batch1-0954,6016.84,1124
batch1-0023,18281.24,1125
batch1-0456,99.0,1126
batch1-1441,282.59,1127
batch1-0657,533.18,1128
batch1-0538,5575.87,1129
batch1-1077,7973.98,1130
batch1-1039,41.8,1131
batch1-0496,246.28,1132
batch1-1267,913.45,1133
batch1-0388,2454.03,1134
batch1-0681,12412.48,1135
batch1-0885,28.75,1136
batch1-1271,362.03,1137
batch1-1000,897.52,1138
batch1-0960,5589.55,1139
batch1-0384,7237.02,1140
batch1-0342,92.88,1141
batch1-0564,189.99,1142
batch1-0944,503.92,1143
batch1-1076,4055.34,1144
batch1-1452,29726.4,1145
batch1-0037,151.38,1146
batch1-0991,343.9,1147
batch1-1394,568.49,1148
batch1-1163,4334.11,1149
batch1-0797,41027.47,1150
batch1-0798,104.85,1151
batch1-1184,292.03,1152
batch1-0099,495.3,1153
batch1-0442,3607.73,1154
batch1-0140,10319.1,1155
batch1-0912,82.2,1156
batch1-1029,288.15,1157
batch1-0977,1286.99,1158
batch1-1245,3386.35,1159
batch1-0482,8605.01,1160
batch1-0439,141.87,1161
batch1-1376,237.36,1162
batch1-0468,424.93,1163
batch1-0486,2861.8,1164
batch1-1281,34501.86,1165
batch1-0676,112.12,1166
batch1-1050,296.91,1167
batch1-0703,769.54,1168
batch1-0682,1627.98,1169
batch1-1379,10898.16,1170
batch1-1402,56.1,1171
batch1-0185,237.6,1172
batch1-1274,694.9,1173
batch1-1096,5296.43,1174
batch1-1200,53550.75,1175
batch1-0410,41.53,1176
batch1-0200,162.72,1177
batch1-0654,481.79,1178
batch1-1215,5536.2,1179
batch1-0994,36210.72,1180
batch1-0127,19.77,1181
batch1-1260,362.42,1182
batch1-1104,594.52,1183
batch1-1384,1704.6,1184
batch1-0550,31822.25,1185
batch1-0065,152.87,1186
batch1-0491,276.6,1187
batch1-0856,747.96,1188
batch1-0010,6573.33,1189
batch1-0143,17740.25,1190
batch1-0092,32.83,1191
batch1-1057,188.89,1192
batch1-0191,1095.24,1193
batch1-1119,5826.92,1194
batch1-1032,56338.59,1195
batch1-1435,28.24,1196
batch1-1479,193.02,1197
batch1-1317,478.68,1198
batch1-1330,4207.37,1199
batch1-0155,81508.24,1200
batch1-0303,87.96,1201
batch1-0670,296.48,1202
batch1-1280,1392.84,1203
batch1-1254,1416.77,1204
batch1-0778,7876.78,1205
batch1-1242,59.0,1206
batch1-0501,164.97,1207
batch1-0469,1214.29,1208
batch1-0849,5687.3,1209
batch1-0348,31954.82,1210
batch1-0861,123.09,1211
batch1-1465,176.0,1212
batch1-1289,1055.99,1213
batch1-0917,1938.76,1214
batch1-0162,17672.06,1215
batch1-0719,131.98,1216
batch1-1257,196.42,1217
batch1-0083,1190.54,1218
batch1-0713,3323.1,1219
batch1-0447,10305.77,1220
batch1-1150,85.76,1221
batch1-0910,387.09,1222
batch1-0502,439.95,1223
batch1-0866,2506.78,1224
batch1-0680,131334.52,1225
batch1-0895,109.94,1226
batch1-0494,232.95,1227
batch1-1247,1237.74,1228
batch1-0563,2623.28,1229
batch1-0041,194521.7,1230
batch1-1082,70.14,1231
batch1-0510,229.08,1232
batch1-0035,722.11,1233
batch1-0847,6369.92,1234
batch1-0690,11692.71,1235
batch1-0831,97.52,1236
batch1-0424,245.2,1237
batch1-0045,549.98,1238
batch1-0039,3004.96,1239
batch1-1060,84274.59,1240
batch1-0845,76.91,1241
batch1-0863,175.3,1242
batch1-1229,705.92,1243
batch1-0043,2804.92,1244
batch1-0533,16811.7,1245
batch1-0406,106.7,1246
batch1-0806,193.56,1247
batch1-1167,802.73,1248
batch1-1304,3003.09,1249
batch1-1463,20601.2,1250
batch1-0298,162.33,1251
batch1-1483,188.31,1252
batch1-0718,676.46,1253
batch1-1212,6325.0,1254
batch1-1364,94435.43,1255
batch1-0922,71.39,1256
batch1-0436,307.93,1257
batch1-0249,600.15,1258
batch1-0090,3541.78,1259
batch1-1175,11788.23,1260
batch1-0544,45.95,1261
batch1-0523,300.81,1262
batch1-0332,1129.39,1263
batch1-0148,1721.01,1264
batch1-0834,18604.53,1265
batch1-1342,9.88,1266
batch1-0263,247.84,1267
batch1-0936,998.53,1268
batch1-1371,1473.67,1269
batch1-0850,28940.34,1270
batch1-0565,118.73,1271
batch1-1323,317.24,1272
batch1-0448,714.03,1273
batch1-1102,5902.45,1274
batch1-0387,8487.82,1275
batch1-1250,57.2,1276
batch1-0102,321.95,1277
batch1-0027,838.68,1278
batch1-1161,3046.86,1279
batch1-1355,8134.09,1280
batch1-0089,154.1,1281
batch1-1195,207.53,1282
batch1-0425,610.81,1283
batch1-1249,1821.48,1284
batch1-0972,48801.1,1285
batch1-0855,95.94,1286
batch1-0324,198.0,1287
batch1-0753,560.99,1288
batch1-0096,5664.9,1289
batch1-0055,14832.92,1290
batch1-1176,22.0,1291
batch1-0781,237.49,1292
batch1-0492,771.54,1293
batch1-1442,5823.92,1294
batch1-0217,7641.32,1295
batch1-1018,79.13,1296
batch1-0117,375.04,1297
batch1-1021,557.4,1298
batch1-0521,1708.27,1299
batch1-0858,67719.34,1300
batch1-0873,14.82,1301
batch1-0264,262.77,1302
batch1-0186,907.4,1303
batch1-0007,5138.35,1304
batch1-0514,56680.77,1305
batch1-0281,99.88,1306
batch1-1450,386.11,1307
batch1-1338,768.51,1308
batch1-0290,5213.9,1309
batch1-0666,81117.18,1310
batch1-0788,13.75,1311
batch1-0196,172.22,1312
batch1-1347,547.76,1313
batch1-1140,1657.58,1314
batch1-1298,157929.37,1315
batch1-1301,142.25,1316
batch1-1316,179.07,1317
batch1-1451,1319.96,1318
batch1-1094,2155.98,1319
batch1-0392,12543.64,1320
batch1-0951,27.23,1321
batch1-1252,198.0,1322
batch1-0794,969.8,1323
batch1-0800,1935.8,1324
batch1-0157,8820.75,1325
batch1-1048,115.39,1326
batch1-1141,251.65,1327
batch1-0006,732.34,1328
batch1-0506,1930.23,1329
batch1-0988,29897.5,1330
batch1-0969,48.37,1331
batch1-1010,215.04,1332
batch1-0909,497.98,1333
batch1-1234,2376.0,1334
batch1-0837,10559.0,1335
batch1-1027,10.99,1336
batch1-1128,403.84,1337
batch1-1393,538.0,1338
batch1-0857,2161.3,1339
batch1-1335,30235.98,1340
batch1-0947,50.19,1341
batch1-0747,205.62,1342
batch1-0121,791.96,1343
batch1-1006,2089.23,1344
batch1-1414,42900.0,1345
batch1-0893,126.08,1346
batch1-0952,303.29,1347
batch1-0574,1308.37,1348
batch1-1041,2350.26,1349
batch1-0558,16253.6,1350
batch1-1040,63.69,1351
batch1-0512,375.87,1352
batch1-1240,522.61,1353
batch1-1036,3729.94,1354
batch1-0812,72423.87,1355
batch1-0150,16.45,1356
batch1-0379,294.27,1357
batch1-0733,567.27,1358
batch1-0047,4524.28,1359
batch1-1236,27515.95,1360
batch1-0334,50.05,1361
batch1-0811,216.67,1362
batch1-1329,1126.13,1363
batch1-1066,2566.09,1364
batch1-1413,27657.15,1365
batch1-1207,43.96,1366
batch1-0052,243.71,1367
batch1-1359,410.56,1368
batch1-0394,5101.65,1369
batch1-1310,70065.75,1370
batch1-1418,26.38,1371
batch1-0299,191.76,1372
batch1-0840,698.91,1373
batch1-1397,2766.45,1374
batch1-0975,52697.26,1375
batch1-1114,91.39,1376
batch1-1101,340.99,1377
batch1-0274,913.65,1378
batch1-1143,1516.88,1379
batch1-1303,8448.88,1380
batch1-0393,19.69,1381
batch1-0546,298.42,1382
batch1-0070,1250.75,1383
batch1-0698,4391.1,1384
batch1-0552,10316.95,1385
batch1-1417,58.07,1386
batch1-0872,174.65,1387
batch1-0005,797.91,1388
batch1-1053,2595.99,1389
batch1-1395,23917.86,1390
batch1-0562,29.48,1391
batch1-1251,194.56,1392
batch1-0190,638.57,1393
batch1-1426,2553.02,1394
batch1-1009,53078.96,1395
batch1-1262,154.74,1396
batch1-0776,215.03,1397
batch1-0918,507.47,1398
batch1-1358,2349.03,1399
batch1-0656,8700.64,1400
batch1-0462,125.3,1401
batch1-1350,222.18,1402
batch1-0046,759.03,1403
batch1-0147,3620.84,1404
batch1-0213,38879.73,1405
batch1-1385,44.0,1406
batch1-0685,249.96,1407
batch1-0302,1026.7,1408
batch1-0312,1740.04,1409
batch1-0414,113464.52,1410
batch1-0115,55.0,1411
batch1-1197,533.02,1412
batch1-0173,9053.23,1413
