case concept:name,PO,GR,INV,match,gap,rework,cleared
4507014803_00320,130.0,130.0,130.0,True,0.0,False,True
4507014803_00330,130.0,130.0,130.0,True,0.0,False,True
4507014803_00340,130.0,130.0,130.0,True,0.0,False,True
4507014803_00350,130.0,130.0,130.0,True,0.0,False,True
4507014803_00360,130.0,130.0,130.0,True,0.0,False,True
4507014803_00370,130.0,130.0,130.0,True,0.0,False,True
4507014803_00380,130.0,130.0,130.0,True,0.0,False,True
4507014803_00390,361.0,361.0,361.0,True,0.0,True,True
4507014803_00400,361.0,361.0,361.0,True,0.0,True,True
4507014803_00410,130.0,130.0,130.0,True,0.0,False,True
4507014803_00420,130.0,130.0,130.0,True,0.0,False,True
4507014803_00530,627.0,627.0,627.0,True,0.0,False,True
4507014803_00540,211.0,211.0,211.0,True,0.0,False,True
4507014803_00550,223.0,223.0,223.0,True,0.0,False,True
4507014803_00560,345.0,345.0,345.0,True,0.0,False,True
4507014812_00010,21253.0,21253.0,21253.0,True,0.0,True,True
4507014816_00010,25461.0,25461.0,25461.0,True,0.0,False,True
4507014840_00010,3609.0,3609.0,3609.0,True,0.0,False,True
4507014840_00020,541.0,541.0,541.0,True,0.0,True,True
4507014842_00280,417.0,417.0,417.0,True,0.0,True,True
4507014842_00310,973.0,973.0,973.0,True,0.0,False,True
4507014842_00320,602.0,602.0,602.0,True,0.0,True,True
4507014842_00330,1276.0,1276.0,1276.0,True,0.0,False,True
4507014842_00340,3960.0,3960.0,3960.0,True,0.0,True,True
4507014842_00360,3168.0,3168.0,3168.0,True,0.0,True,True
4507014842_00370,1188.0,1188.0,1188.0,True,0.0,True,True
4507014842_00380,1670.0,1670.0,1670.0,True,0.0,False,True
4507014842_00400,1516.0,1516.0,1516.0,True,0.0,True,True
4507014842_00410,4259.0,4259.0,4259.0,True,0.0,True,True
4507014842_00420,851.0,851.0,851.0,True,0.0,True,True
4507014842_00430,823.0,823.0,823.0,True,0.0,True,True
4507014842_00520,396.0,396.0,396.0,True,0.0,True,True
4507014843_00010,281.0,281.0,281.0,True,0.0,False,True
4507014844_00010,430.0,430.0,430.0,True,0.0,False,True
4507014844_00020,3446.0,3446.0,3446.0,True,0.0,False,True
4507014844_00030,1047.0,1047.0,1047.0,True,0.0,False,True
4507014844_00040,1292.0,1292.0,1292.0,True,0.0,False,True
4507014845_00010,2596.0,2596.0,2596.0,True,0.0,False,True
4507014848_00001,941.0,626756.0,6587.0,False,625815.0,False,True
4507014886_00110,148.0,148.0,148.0,True,0.0,False,True
4507014923_00020,50.0,50.0,50.0,True,0.0,False,True
4507014923_00030,122.0,122.0,122.0,True,0.0,False,True
4507014923_00040,122.0,122.0,122.0,True,0.0,False,True
4507014923_00080,407.0,407.0,407.0,True,0.0,False,True
4507014930_00030,265.0,265.0,265.0,True,0.0,True,True
4507014937_00010,51.0,51.0,51.0,True,0.0,False,False
4507014937_00020,51.0,51.0,51.0,True,0.0,False,False
4507014937_00030,51.0,51.0,51.0,True,0.0,False,False
4507014941_00030,468.0,468.0,468.0,True,0.0,False,True
4507014951_00010,173.0,173.0,173.0,True,0.0,False,True
4507014951_00020,341.0,341.0,341.0,True,0.0,False,False
4507014957_00030,1181.0,1181.0,1181.0,True,0.0,False,True
4507014960_00050,368.0,368.0,368.0,True,0.0,False,True
4507014970_00030,2027.0,2027.0,2027.0,True,0.0,False,True
4507014996_00010,16004.0,16004.0,16004.0,True,0.0,True,True
4507015039_00090,25.0,25.0,25.0,True,0.0,False,True
4507015039_00190,356.0,356.0,356.0,True,0.0,False,True
4507015042_00010,63.0,63.0,63.0,True,0.0,False,True
4507015048_00010,4330.0,4330.0,4330.0,True,0.0,False,True
4507015061_00010,3430.0,3430.0,3430.0,True,0.0,False,True
4507015066_00010,23122.0,23122.0,23122.0,True,0.0,False,True
4507015092_00010,9266.0,9266.0,9266.0,True,0.0,False,True
4507015109_00010,775.0,775.0,775.0,True,0.0,False,True
4507015109_00020,444.0,444.0,444.0,True,0.0,False,True
4507015109_00030,391.0,391.0,391.0,True,0.0,False,True
4507015109_00050,912.0,912.0,912.0,True,0.0,False,True
4507015109_00060,178.0,178.0,178.0,True,0.0,False,True
4507015109_00070,260.0,260.0,260.0,True,0.0,False,True
4507015117_00010,48400.0,48400.0,48400.0,True,0.0,False,True
4507015137_00010,424.0,424.0,424.0,True,0.0,False,True
4507015137_00020,424.0,424.0,424.0,True,0.0,False,True
4507015188_00010,155.0,155.0,155.0,True,0.0,True,True
4507015195_00010,679.0,679.0,679.0,True,0.0,False,True
4507015202_00010,536.0,536.0,536.0,True,0.0,True,True
4507015268_00010,50.0,50.0,50.0,True,0.0,False,True
4507015274_00010,449.0,449.0,449.0,True,0.0,False,True
4507015274_00020,449.0,449.0,449.0,True,0.0,False,True
4507015274_00040,187.0,187.0,187.0,True,0.0,False,True
4507015274_00070,96.0,96.0,96.0,True,0.0,True,True
4507015274_00080,231.0,231.0,231.0,True,0.0,True,True
4507015274_00200,131.0,131.0,131.0,True,0.0,False,True
4507015274_00210,41.0,41.0,41.0,True,0.0,False,True
4507015333_00010,45033.0,45033.0,45033.0,True,0.0,False,True
4507015349_00010,48594.0,48594.0,48594.0,True,0.0,False,True
4507015355_00010,1944.0,1944.0,1944.0,True,0.0,False,True
4507015378_00010,39.0,39.0,39.0,True,0.0,False,False
4507015378_00020,19.0,19.0,19.0,True,0.0,False,False
4507015381_00010,1053.0,1053.0,1053.0,True,0.0,False,True
4507015387_00010,4645.0,4645.0,4645.0,True,0.0,False,True
4507015409_00010,538.0,538.0,538.0,True,0.0,False,True
4507015409_00020,8122.0,8122.0,8122.0,True,0.0,False,True
4507015409_00030,812.0,812.0,812.0,True,0.0,False,True
4507015444_00001,80.0,80.0,80.0,True,0.0,False,False
4507015477_00001,1089.0,168895.0,2179.0,False,167806.0,False,True
4507015515_00030,78.0,78.0,78.0,True,0.0,True,True
4507015515_00040,78.0,78.0,78.0,True,0.0,True,True
4507015559_00050,178.0,178.0,178.0,True,0.0,False,True
4507015565_00040,34.0,34.0,34.0,True,0.0,False,False
4507015594_00010,121.0,121.0,121.0,True,0.0,False,True
4507015671_00020,9.0,9.0,9.0,True,0.0,False,False
4507015678_00010,9002.0,9002.0,9002.0,True,0.0,True,True
4507015686_00010,4037.0,4037.0,4037.0,True,0.0,False,True
4507015687_00010,4.0,4.0,4.0,True,0.0,False,False
4507015688_00010,16586.0,16586.0,16586.0,True,0.0,True,True
4507015691_00010,9872.0,9872.0,9872.0,True,0.0,False,True
4507015727_00010,33497.0,66995.0,66995.0,False,33498.0,True,True
4507015787_00010,4127.0,4127.0,4127.0,True,0.0,False,True
4507015788_00010,1788.0,1788.0,1788.0,True,0.0,True,True
4507015788_00020,3103.0,3103.0,3103.0,True,0.0,True,True
4507015788_00030,667.0,667.0,667.0,True,0.0,True,True
4507015788_00040,2563.0,2563.0,2563.0,True,0.0,True,True
4507015788_00050,124.0,124.0,124.0,True,0.0,True,True
4507015789_00070,104.0,104.0,104.0,True,0.0,False,True
4507015789_00110,413.0,413.0,413.0,True,0.0,False,True
4507015789_00120,1087.0,1087.0,1087.0,True,0.0,False,True
4507015789_00220,331.0,331.0,331.0,True,0.0,True,True
4507015789_00230,318.0,318.0,318.0,True,0.0,True,True
4507015789_00320,827.0,827.0,827.0,True,0.0,True,True
4507015789_00330,413.0,413.0,413.0,True,0.0,False,True
4507015789_00360,331.0,331.0,331.0,True,0.0,False,True
4507015789_00370,59.0,59.0,59.0,True,0.0,True,True
4507015789_00380,234.0,234.0,234.0,True,0.0,True,True
4507015789_00390,85.0,85.0,85.0,True,0.0,False,True
4507015790_00020,6238.0,6238.0,6238.0,True,0.0,False,True
4507015791_00020,281.0,281.0,281.0,True,0.0,False,True
4507015792_00020,6238.0,6238.0,6238.0,True,0.0,False,True
4507015793_00020,6972.0,6972.0,6972.0,True,0.0,False,True
4507015795_00001,886.0,619432.0,7089.0,False,618546.0,False,True
4507015819_00010,90.0,90.0,90.0,True,0.0,False,True
4507015819_00020,100.0,100.0,100.0,True,0.0,False,True
4507015819_00030,126.0,126.0,126.0,True,0.0,False,True
4507015819_00040,251.0,251.0,251.0,True,0.0,False,True
4507015819_00060,240.0,240.0,240.0,True,0.0,False,True
4507015819_00070,240.0,240.0,240.0,True,0.0,False,True
4507015819_00080,59.0,59.0,59.0,True,0.0,False,True
4507015819_00090,33.0,33.0,33.0,True,0.0,True,True
4507015819_00140,240.0,240.0,240.0,True,0.0,False,True
4507015842_00140,38.0,38.0,38.0,True,0.0,False,True
4507015865_00120,59.0,59.0,59.0,True,0.0,False,True
4507015865_00130,54.0,54.0,54.0,True,0.0,False,True
4507015867_00440,72.0,72.0,72.0,True,0.0,False,True
4507015867_00590,20.0,20.0,20.0,True,0.0,False,True
4507015867_00720,31.0,31.0,31.0,True,0.0,False,True
4507015867_00730,89.0,89.0,89.0,True,0.0,False,True
4507015867_00740,25.0,25.0,25.0,True,0.0,False,True
4507015885_00010,79.0,79.0,79.0,True,0.0,False,False
4507015885_00020,79.0,79.0,79.0,True,0.0,False,False
4507015885_00030,9.0,9.0,9.0,True,0.0,False,False
4507015894_00040,56.0,56.0,56.0,True,0.0,False,True
4507015913_00030,96.0,96.0,96.0,True,0.0,True,True
4507015937_00010,2029.0,2029.0,2029.0,True,0.0,False,True
4507015939_00010,8692.0,8692.0,8692.0,True,0.0,False,True
4507015966_00010,4699.0,4699.0,4699.0,True,0.0,False,True
4507015984_00010,48594.0,48594.0,48594.0,True,0.0,True,True
4507015987_00010,35832.0,35832.0,35832.0,True,0.0,True,True
4507016001_00030,2534.0,2534.0,2534.0,True,0.0,False,True
4507016002_00010,533.0,533.0,533.0,True,0.0,False,True
4507016002_00020,2213.0,2213.0,2213.0,True,0.0,False,True
4507016002_00030,5137.0,5137.0,5137.0,True,0.0,False,True
4507016002_00040,3398.0,3398.0,3398.0,True,0.0,False,True
4507016002_00050,3348.0,3348.0,3348.0,True,0.0,False,True
4507016006_00010,497.0,497.0,497.0,True,0.0,False,True
4507016006_00020,814.0,814.0,814.0,True,0.0,False,True
4507016006_00030,240.0,240.0,240.0,True,0.0,False,True
4507016049_00020,18.0,18.0,18.0,True,0.0,True,True
4507016049_00030,12.0,12.0,12.0,True,0.0,True,True
4507016049_00040,10.0,10.0,10.0,True,0.0,True,True
4507016050_00010,4721.0,4721.0,4721.0,True,0.0,True,True
4507016055_00010,39075.0,39075.0,39075.0,True,0.0,False,True
4507016065_00150,826.0,826.0,826.0,True,0.0,True,True
4507016065_00190,983.0,983.0,983.0,True,0.0,False,True
4507016065_00230,517.0,517.0,517.0,True,0.0,False,True
4507016065_00290,826.0,826.0,826.0,True,0.0,False,True
4507016065_00310,503.0,503.0,503.0,True,0.0,False,True
4507016065_00320,1696.0,1696.0,1696.0,True,0.0,False,True
4507016065_00330,680.0,680.0,680.0,True,0.0,False,True
4507016067_00180,1253.0,1253.0,1253.0,True,0.0,True,True
4507016067_00220,1276.0,1276.0,1276.0,True,0.0,True,True
4507016067_00240,1516.0,1516.0,1516.0,True,0.0,True,True
4507016067_00250,851.0,851.0,851.0,True,0.0,True,True
4507016067_00350,2410.0,2410.0,2410.0,True,0.0,True,True
4507016067_00360,2869.0,2869.0,2869.0,True,0.0,True,True
4507016067_00370,1584.0,1584.0,1584.0,True,0.0,True,True
4507016067_00380,1627.0,1627.0,1627.0,True,0.0,False,True
4507016071_00010,9171.0,9171.0,9171.0,True,0.0,False,True
4507016073_00010,14995.0,14995.0,14995.0,True,0.0,False,True
4507016084_00010,48594.0,48594.0,48594.0,True,0.0,False,True
4507016086_00010,37550.0,37550.0,37550.0,True,0.0,False,True
4507016088_00010,33531.0,33531.0,33531.0,True,0.0,True,True
4507016127_00050,1212.0,1212.0,1212.0,True,0.0,False,True
4507016127_00060,969.0,969.0,969.0,True,0.0,False,True
4507016151_00010,72.0,72.0,72.0,True,0.0,True,True
4507016151_00040,659.0,659.0,659.0,True,0.0,True,True
4507016151_00050,68.0,68.0,68.0,True,0.0,True,True
4507016151_00070,115.0,115.0,115.0,True,0.0,True,True
4507016165_00010,51.0,51.0,51.0,True,0.0,False,False
4507016165_00020,51.0,51.0,51.0,True,0.0,False,False
4507016165_00030,207.0,207.0,207.0,True,0.0,False,False
4507016165_00040,207.0,207.0,207.0,True,0.0,False,False
4507016165_00050,51.0,51.0,51.0,True,0.0,False,False
4507016206_00020,59.0,59.0,59.0,True,0.0,False,True
4507016220_00010,16004.0,32008.0,32008.0,False,16004.0,True,True
4507016220_00020,6616.0,6616.0,6616.0,True,0.0,True,True
4507016220_00030,8329.0,8329.0,8329.0,True,0.0,True,True
4507016220_00040,17043.0,17043.0,17043.0,True,0.0,True,True
4507016265_00010,209.0,209.0,209.0,True,0.0,False,True
4507016268_00010,138.0,138.0,138.0,True,0.0,False,True
4507016271_00010,417.0,417.0,417.0,True,0.0,True,True
4507016278_00010,5310.0,5310.0,5310.0,True,0.0,True,True
4507016279_00010,420.0,420.0,420.0,True,0.0,False,True
4507016310_00010,121.0,121.0,121.0,True,0.0,False,False
4507016310_00020,121.0,121.0,121.0,True,0.0,False,False
4507016310_00030,121.0,121.0,121.0,True,0.0,False,False
4507016310_00040,121.0,121.0,121.0,True,0.0,False,False
4507016310_00050,121.0,121.0,121.0,True,0.0,False,False
4507016310_00060,121.0,121.0,121.0,True,0.0,False,False
4507016333_00010,3587.0,3587.0,3587.0,True,0.0,True,True
4507016340_00010,29877.0,29877.0,29877.0,True,0.0,False,True
4507016341_00010,76088.0,76088.0,76088.0,True,0.0,True,True
4507016349_00040,130.0,130.0,130.0,True,0.0,False,True
4507016349_00050,241.0,241.0,241.0,True,0.0,False,True
4507016349_00060,248.0,248.0,248.0,True,0.0,False,True
4507016349_00070,359.0,359.0,359.0,True,0.0,True,True
4507016381_00010,1375.0,1375.0,1375.0,True,0.0,False,True
4507016394_00010,63.0,63.0,63.0,True,0.0,False,True
4507016399_00001,1142.0,876187.0,9138.0,False,875045.0,False,True
4507016403_00001,9.0,9.0,9.0,True,0.0,False,False
4507016447_00050,177.0,177.0,177.0,True,0.0,False,True
4507016447_00060,59.0,59.0,59.0,True,0.0,False,True
4507016454_00030,7757.0,7757.0,7757.0,True,0.0,False,False
4507016464_00030,5289.0,5289.0,5289.0,True,0.0,False,True
4507016470_00220,29.0,29.0,29.0,True,0.0,False,True
4507016656_00010,978.0,978.0,978.0,True,0.0,False,False
4507016755_00010,19569.0,19569.0,19569.0,True,0.0,True,True
4507016769_00001,125.0,125.0,125.0,True,0.0,False,True
4507016770_00001,423.0,423.0,423.0,True,0.0,False,True
4507016792_00030,177.0,177.0,177.0,True,0.0,False,True
4507016793_00160,48.0,48.0,48.0,True,0.0,True,True
4507016793_00170,121.0,121.0,121.0,True,0.0,True,True
4507016805_00010,25.0,25.0,25.0,True,0.0,False,True
4507016805_00020,101.0,101.0,101.0,True,0.0,False,True
4507016811_00010,3585.0,3585.0,3585.0,True,0.0,True,True
4507016885_00010,1762.0,1762.0,1762.0,True,0.0,False,True
4507016919_00010,6754.0,6754.0,6754.0,True,0.0,False,True
4507016919_00020,16170.0,16170.0,16170.0,True,0.0,True,True
4507016920_00020,8494.0,8494.0,8494.0,True,0.0,True,True
4507016934_00010,103.0,103.0,103.0,True,0.0,False,True
4507016936_00010,127.0,127.0,127.0,True,0.0,False,True
4507016937_00010,981.0,981.0,981.0,True,0.0,False,True
4507016938_00010,3221.0,3221.0,3221.0,True,0.0,False,True
4507016943_00010,413.0,413.0,413.0,True,0.0,False,True
4507016952_00010,27106.0,27106.0,27106.0,True,0.0,True,True
4507016977_00010,303.0,303.0,303.0,True,0.0,False,True
4507016977_00020,303.0,303.0,303.0,True,0.0,False,True
4507016977_00030,303.0,303.0,303.0,True,0.0,False,True
4507016977_00040,303.0,303.0,303.0,True,0.0,False,True
4507016977_00050,303.0,303.0,303.0,True,0.0,False,True
4507016977_00060,303.0,303.0,303.0,True,0.0,False,True
4507016977_00070,303.0,303.0,303.0,True,0.0,False,True
4507016977_00080,424.0,424.0,424.0,True,0.0,False,True
4507016977_00090,303.0,303.0,303.0,True,0.0,False,True
4507016977_00100,303.0,303.0,303.0,True,0.0,False,True
4507016977_00110,303.0,303.0,303.0,True,0.0,False,True
4507016977_00120,303.0,303.0,303.0,True,0.0,False,True
4507016977_00130,303.0,303.0,303.0,True,0.0,False,True
4507016977_00140,303.0,303.0,303.0,True,0.0,False,True
4507016977_00150,303.0,303.0,303.0,True,0.0,False,True
4507016977_00160,424.0,424.0,424.0,True,0.0,False,True
4507016977_00170,303.0,303.0,303.0,True,0.0,False,True
4507016987_00010,63.0,63.0,63.0,True,0.0,False,True
4507016992_00010,211.0,211.0,211.0,True,0.0,False,True
4507016992_00070,1564.0,1564.0,1564.0,True,0.0,False,True
4507016992_00080,347.0,347.0,347.0,True,0.0,False,True
4507016992_00120,782.0,782.0,782.0,True,0.0,False,True
4507016992_00130,301.0,301.0,301.0,True,0.0,False,True
4507016992_00140,1043.0,1043.0,1043.0,True,0.0,False,True
4507016992_00240,651.0,651.0,651.0,True,0.0,False,True
4507016992_00250,782.0,782.0,782.0,True,0.0,False,True
4507016992_00260,1173.0,1173.0,1173.0,True,0.0,False,True
4507016992_00270,522.0,522.0,522.0,True,0.0,False,True
4507016992_00280,1043.0,1043.0,1043.0,True,0.0,False,True
4507016992_00290,367.0,367.0,367.0,True,0.0,False,True
4507016992_00300,298.0,298.0,298.0,True,0.0,False,True
4507016995_00040,598.0,598.0,598.0,True,0.0,False,True
4507017037_00020,4588.0,4588.0,4588.0,True,0.0,True,True
4507017084_00001,536.0,536.0,536.0,True,0.0,False,True
4507017095_00050,779.0,779.0,779.0,True,0.0,True,True
4507017096_00080,1454.0,1454.0,1454.0,True,0.0,True,True
4507017126_00040,78.0,78.0,78.0,True,0.0,True,True
4507017130_00060,169.0,169.0,169.0,True,0.0,False,True
4507017130_00080,21.0,21.0,21.0,True,0.0,True,True
4507017142_00020,78.0,78.0,78.0,True,0.0,True,True
4507017146_00030,684.0,684.0,684.0,True,0.0,False,True
4507017148_00060,263.0,263.0,263.0,True,0.0,True,True
4507017149_00010,1065.0,1065.0,1065.0,True,0.0,True,True
4507017158_00040,74.0,74.0,74.0,True,0.0,False,True
4507017193_00010,39.0,39.0,39.0,True,0.0,False,False
4507017206_00010,449.0,449.0,449.0,True,0.0,False,True
4507017228_00010,2095.0,2095.0,2095.0,True,0.0,False,True
4507017256_00010,3290.0,3290.0,3290.0,True,0.0,False,True
4507017264_00010,3372.0,3372.0,3372.0,True,0.0,False,True
4507017275_00010,4330.0,4330.0,4330.0,True,0.0,False,True
4507017305_00020,1603.0,1603.0,1603.0,True,0.0,False,True
4507017310_00010,392.0,392.0,392.0,True,0.0,False,True
4507017347_00040,1558.0,1558.0,1558.0,True,0.0,True,True
4507017347_00050,2421.0,2421.0,2421.0,True,0.0,True,True
4507017347_00060,2572.0,2572.0,2572.0,True,0.0,True,True
4507017347_00070,4409.0,4409.0,4409.0,True,0.0,True,True
4507017347_00080,2546.0,2546.0,2546.0,True,0.0,True,True
4507017352_00020,63.0,63.0,63.0,True,0.0,False,True
4507017352_00030,63.0,63.0,63.0,True,0.0,False,True
4507017363_00020,308.0,308.0,308.0,True,0.0,False,True
4507017363_00030,308.0,308.0,308.0,True,0.0,False,True
4507017363_00050,651.0,651.0,651.0,True,0.0,False,True
4507017363_00060,361.0,361.0,361.0,True,0.0,True,True
4507017363_00070,361.0,361.0,361.0,True,0.0,True,True
4507017363_00080,391.0,391.0,391.0,True,0.0,False,True
4507017363_00090,391.0,391.0,391.0,True,0.0,False,True
4507017363_00120,260.0,260.0,260.0,True,0.0,False,True
4507017363_00150,881.0,881.0,881.0,True,0.0,False,True
4507017369_00010,63.0,63.0,63.0,True,0.0,False,True
4507017369_00020,63.0,63.0,63.0,True,0.0,False,True
4507017380_00010,845.0,845.0,845.0,True,0.0,False,True
4507017380_00020,308.0,308.0,308.0,True,0.0,False,True
4507017400_00010,3.0,3.0,3.0,True,0.0,False,False
4507017403_00020,6.0,6.0,6.0,True,0.0,False,False
4507017452_00010,1039.0,1039.0,1039.0,True,0.0,False,True
4507017479_00001,663.0,282457.0,3315.0,False,281794.0,False,True
4507017482_00001,1058.0,1058.0,1058.0,True,0.0,False,True
4507017498_00020,29.0,29.0,29.0,True,0.0,True,True
4507017538_00080,1691.0,1691.0,1691.0,True,0.0,False,True
4507017540_00010,285.0,285.0,285.0,True,0.0,False,True
4507017540_00020,413.0,413.0,413.0,True,0.0,False,True
4507017540_00030,145.0,145.0,145.0,True,0.0,False,True
4507017540_00040,25.0,25.0,25.0,True,0.0,False,True
4507017540_00140,122.0,122.0,122.0,True,0.0,False,True
4507017540_00150,126.0,126.0,126.0,True,0.0,False,True
4507017605_00010,234.0,234.0,234.0,True,0.0,False,True
4507017605_00020,147.0,147.0,147.0,True,0.0,False,True
4507017610_00010,73.0,73.0,73.0,True,0.0,False,True
4507017613_00010,303.0,303.0,303.0,True,0.0,False,False
4507017681_00001,1428.0,1428.0,1428.0,True,0.0,False,True
4507017722_00010,49.0,49.0,49.0,True,0.0,False,False
4507017790_00010,34.0,34.0,34.0,True,0.0,False,False
4507017841_00020,92.0,92.0,92.0,True,0.0,False,True
4507017841_00070,19.0,19.0,19.0,True,0.0,False,True
4507017841_00080,28.0,28.0,28.0,True,0.0,False,True
4507017841_00090,52.0,52.0,52.0,True,0.0,False,True
4507017841_00100,48.0,48.0,48.0,True,0.0,False,True
4507017841_00120,72.0,72.0,72.0,True,0.0,True,True
4507017841_00130,48.0,48.0,48.0,True,0.0,True,True
4507017841_00140,72.0,72.0,72.0,True,0.0,True,True
4507017841_00150,121.0,121.0,121.0,True,0.0,True,True
4507017841_00350,82.0,82.0,82.0,True,0.0,False,True
4507017841_00360,8.0,8.0,8.0,True,0.0,False,True
4507017841_00370,8.0,8.0,8.0,True,0.0,False,True
4507017841_00380,363.0,363.0,363.0,True,0.0,False,True
4507017845_00010,17.0,17.0,17.0,True,0.0,False,True
4507017889_00010,25461.0,25461.0,25461.0,True,0.0,False,True
4507017889_00020,16004.0,16004.0,16004.0,True,0.0,True,True
4507017889_00030,3325.0,3325.0,3325.0,True,0.0,False,True
4507017890_00020,109.0,109.0,109.0,True,0.0,False,True
4507017911_00010,3136.0,3136.0,3136.0,True,0.0,False,True
4507017997_00010,5830.0,5830.0,5830.0,True,0.0,True,True
4507018017_00010,19.0,19.0,19.0,True,0.0,False,False
4507018039_00010,197.0,197.0,197.0,True,0.0,False,True
4507018049_00010,41013.0,41013.0,41013.0,True,0.0,True,True
4507018052_00010,413.0,413.0,413.0,True,0.0,False,True
4507018052_00020,1144.0,1144.0,1144.0,True,0.0,False,True
4507018052_00030,181.0,181.0,181.0,True,0.0,False,True
4507018061_00070,2561.0,2561.0,2561.0,True,0.0,True,True
4507018067_00010,48594.0,48594.0,48594.0,True,0.0,False,True
4507018072_00010,54668.0,54668.0,54668.0,True,0.0,True,True
4507018078_00080,1454.0,1454.0,1454.0,True,0.0,True,True
4507018080_00010,54668.0,54668.0,54668.0,True,0.0,False,True
4507018083_00010,40904.0,40904.0,40904.0,True,0.0,False,True
4507018087_00010,266.0,266.0,266.0,True,0.0,False,True
4507018087_00020,3796.0,3796.0,3796.0,True,0.0,True,True
4507018088_00010,1838.0,1838.0,1838.0,True,0.0,True,True
4507018088_00020,5775.0,5775.0,5775.0,True,0.0,True,True
4507018088_00030,1079.0,1079.0,1079.0,True,0.0,False,True
4507018088_00040,45.0,45.0,45.0,True,0.0,True,True
4507018090_00090,413.0,413.0,413.0,True,0.0,False,True
4507018090_00150,25.0,25.0,25.0,True,0.0,False,True
4507018090_00160,290.0,290.0,290.0,True,0.0,False,True
4507018090_00170,73.0,73.0,73.0,True,0.0,False,True
4507018090_00180,103.0,103.0,103.0,True,0.0,False,True
4507018090_00190,172.0,172.0,172.0,True,0.0,False,True
4507018090_00200,234.0,234.0,234.0,True,0.0,False,True
4507018090_00280,676.0,676.0,676.0,True,0.0,False,True
4507018090_00290,676.0,676.0,676.0,True,0.0,False,True
4507018090_00300,759.0,759.0,759.0,True,0.0,False,True
4507018090_00320,138.0,138.0,138.0,True,0.0,False,True
4507018090_00330,103.0,103.0,103.0,True,0.0,False,True
4507018090_00340,138.0,138.0,138.0,True,0.0,False,True
4507018092_00170,680.0,680.0,680.0,True,0.0,False,True
4507018092_00230,761.0,761.0,761.0,True,0.0,False,True
4507018092_00240,761.0,761.0,761.0,True,0.0,False,True
4507018093_00170,758.0,758.0,758.0,True,0.0,True,True
4507018093_00190,1276.0,1276.0,1276.0,True,0.0,True,True
4507018093_00200,406.0,406.0,406.0,True,0.0,True,True
4507018093_00220,792.0,792.0,792.0,True,0.0,True,True
4507018093_00230,775.0,775.0,775.0,True,0.0,True,True
4507018093_00240,1738.0,1738.0,1738.0,True,0.0,True,True
4507018093_00250,851.0,851.0,851.0,True,0.0,True,True
4507018093_00280,1482.0,1482.0,1482.0,True,0.0,True,True
4507018093_00360,602.0,602.0,602.0,True,0.0,True,True
4507018105_00020,267.0,267.0,267.0,True,0.0,False,True
4507018105_00030,536.0,536.0,536.0,True,0.0,False,True
4507018107_00010,4738.0,4738.0,4738.0,True,0.0,False,True
4507018107_00020,3015.0,3015.0,3015.0,True,0.0,False,True
4507018107_00030,861.0,861.0,861.0,True,0.0,False,True
4507018110_00001,761.0,481972.0,6091.0,False,481211.0,False,True
4507018125_00010,3377.0,6754.0,6754.0,False,3377.0,False,True
4507018128_00010,1442.0,1442.0,1442.0,True,0.0,False,True
4507018150_00010,124.0,124.0,124.0,True,0.0,False,True
4507018152_00010,16872.0,16872.0,16872.0,True,0.0,True,True
4507018192_00010,59.0,59.0,59.0,True,0.0,False,False
4507018192_00020,139.0,139.0,139.0,True,0.0,False,False
4507018205_00010,50.0,50.0,50.0,True,0.0,False,True
4507018220_00010,63.0,63.0,63.0,True,0.0,False,True
4507018250_00030,669.0,669.0,669.0,True,0.0,False,True
4507018258_00010,23122.0,23122.0,23122.0,True,0.0,False,True
4507018273_00040,545.0,545.0,545.0,True,0.0,False,False
4507018296_00240,8.0,8.0,8.0,True,0.0,False,False
4507018297_00010,487.0,487.0,487.0,True,0.0,False,True
4507018297_00020,1077.0,1077.0,1077.0,True,0.0,False,True
4507018297_00030,128.0,128.0,128.0,True,0.0,False,True
4507018301_00010,310.0,310.0,310.0,True,0.0,False,True
4507018311_00020,873.0,873.0,873.0,True,0.0,False,False
4507018313_00010,47203.0,47203.0,47203.0,True,0.0,True,True
4507018317_00010,44544.0,44544.0,44544.0,True,0.0,True,True
4507018326_00010,779.0,779.0,779.0,True,0.0,True,True
4507018326_00020,415.0,415.0,415.0,True,0.0,True,True
4507018326_00030,1423.0,1423.0,1423.0,True,0.0,True,True
4507018326_00040,888.0,888.0,888.0,True,0.0,True,True
4507018326_00050,615.0,615.0,615.0,True,0.0,True,True
4507018326_00060,685.0,685.0,685.0,True,0.0,True,True
4507018326_00070,484.0,484.0,484.0,True,0.0,True,True
4507018338_00010,12383.0,12383.0,12383.0,True,0.0,False,True
4507018341_00020,1352.0,1352.0,1352.0,True,0.0,False,True
4507018343_00020,2598.0,2598.0,2598.0,True,0.0,False,True
4507018350_00010,9663.0,9663.0,9663.0,True,0.0,True,True
4507018352_00010,386.0,386.0,386.0,True,0.0,False,True
4507018352_00110,260.0,260.0,260.0,True,0.0,False,True
4507018352_00120,361.0,361.0,361.0,True,0.0,True,True
4507018352_00130,221.0,221.0,221.0,True,0.0,True,True
4507018352_00140,521.0,521.0,521.0,True,0.0,False,True
4507018475_00020,449.0,449.0,449.0,True,0.0,False,True
4507018487_00010,34.0,34.0,34.0,True,0.0,False,False
