file_name,field,doc_value,cond_value,is_defect,injected,tier,amount
batch1-0432,seller_name,Trujillo-Johnson,Trujillo-Johnson Ltd.,True,True,weak,191.57
batch1-0410,seller_name,Logan Ltd,Logan Ltd,False,False,,41.53
batch1-0473,seller_name,"Rose, Smith and Moreno",Zenith Global Corp,True,True,strong,19.76
batch1-0322,seller_name,"Hobbs, Chavez and Norman",Pinnacle Trading Ltd.,True,True,strong,415.69
batch1-0406,seller_name,Jones LLC,Pinnacle Trading Ltd.,True,True,strong,106.7
batch1-0484,seller_name,Powers-Parker,Zenith Global Corp,True,True,strong,66.0
batch1-0191,seller_name,Cabrera-Thompson,Cabrera-Thompson Ltd.,True,True,weak,1095.24
batch1-0382,seller_name,"Barnes, Roberts and Hayes","Barnes, Roberts and Hayes Ltd.",True,True,weak,112.13
batch1-0450,seller_name,Anderson-Nguyen,Anderson-Nguyen,False,False,,524.67
batch1-0326,seller_name,"Nelson, Norris and Barron","Nelson, Norris and Barron",False,False,,155.98
batch1-0017,seller_name,"Dominguez, Jackson and Steele","Dominguez, Jackson and Steele Ltd.",True,True,weak,401.88
batch1-0446,seller_name,White and Sons,Pinnacle Trading Ltd.,True,True,strong,359.26
batch1-0266,seller_name,"Freeman, Carter and Peterson","Freeman, Carter and Peterson",False,False,,760.1
batch1-0471,seller_name,Williams Group,Williams Group,False,False,,40.3
batch1-0089,seller_name,Medina Inc,Medina Inc,False,False,,154.1
batch1-0172,seller_name,"Cordova, Guerrero and White","Cordova, GuerBero and White",True,True,mid,171.24
batch1-0481,seller_name,Gonzales-Callahan,Pinnacle Trading Ltd.,True,True,strong,395.75
batch1-0431,seller_name,Shaffer Ltd,Zenith Global Corp,True,True,strong,22660.0
batch1-0188,seller_name,"Sellers, Marsh and Cabrera","Sellers, Marsh and Cabrera",False,False,,8357.28
batch1-0257,seller_name,Thomas-Moore,Thomas-Moore,False,False,,25.5
batch1-0253,seller_name,Holland-Austin,Holland-Austin Ltd.,True,True,weak,1324.32
batch1-0225,seller_name,"Graham, Floyd and Johnson","Graham, FloyB and Johnson",True,True,mid,199.2
batch1-0153,seller_name,Potts LLC,Potts LLC,False,False,,232.16
batch1-0325,seller_name,Barker-Hill,Barker-Hill,False,False,,833.12
batch1-0234,seller_name,Johnson Ltd,JohnsBn Ltd,True,True,mid,51823.31
batch1-0090,seller_name,Sandoval-Mckenzie,Zenith Global Corp,True,True,strong,3541.78
batch1-0303,seller_name,"Johnson, Williams and Melton","Johnson, Williams and Melton",False,False,,87.96
batch1-0364,seller_name,Thomas-Andrade,Thomas-Andrade Ltd.,True,True,weak,26329.42
batch1-0319,seller_name,Reyes Ltd,Reyes Ltd,False,False,,593.2
batch1-0451,seller_name,Farmer Inc,Farmer Inc,False,False,,916.21
batch1-0208,seller_name,"Cox, Garcia and Briggs","Cox, Garcia and Briggs",False,False,,5493.34
batch1-0317,seller_name,Rangel-Edwards,Pinnacle Trading Ltd.,True,True,strong,13111.43
batch1-0049,seller_name,Martinez PLC,Martinez PLC Ltd.,True,True,weak,342.87
batch1-0071,seller_name,Williams-Burns,Williams-Burns,False,False,,1731.35
batch1-0280,seller_name,"White, Watkins and Barton","White, Watkins and Barton",False,False,,203.19
batch1-0412,seller_name,"Parker, Patterson and Smith",Meridian Supplies Inc.,True,True,strong,284.86
batch1-0408,seller_name,Vance Inc,Vance Inc,False,False,,328.42
batch1-0091,seller_name,Hutchinson PLC,Hutchinson PLC Ltd.,True,True,weak,551.54
batch1-0460,seller_name,Smith PLC,SmitB PLC,True,True,mid,64.99
batch1-0247,seller_name,Trujillo-Hunt,TrujilBo-Hunt,True,True,mid,9.35
batch1-0010,seller_name,"Michael, Farrell and Lee",Pinnacle Trading Ltd.,True,True,strong,6573.33
batch1-0258,seller_name,Evans-Nelson,Evans-Belson,True,True,mid,44630.49
batch1-0331,seller_name,Ochoa-Scott,Ochoa-Scott Ltd.,True,True,weak,1773.75
batch1-0048,seller_name,Frazier-Rose,FraziBr-Rose,True,True,mid,529.78
batch1-0275,seller_name,"Case, Mccarthy and Dean",Zenith Global Corp,True,True,strong,120.62
batch1-0330,seller_name,"Melendez, Clark and Avery","Melendez, Clark and Avery Ltd.",True,True,weak,389.27
batch1-0418,seller_name,Scott LLC,Scott LLC,False,False,,274.45
batch1-0381,seller_name,Williams PLC,Williams PLC Ltd.,True,True,weak,665.49
batch1-0203,seller_name,Herrera-Hamilton,Herrera-Bamilton,True,True,mid,3187.64
batch1-0314,seller_name,"Butler, Salazar and Davis","Butler, Salazar and Davis Ltd.",True,True,weak,880.89
batch1-0209,seller_name,Snyder-Singleton,Meridian Supplies Inc.,True,True,strong,6594.14
batch1-0120,seller_name,Harris Group,Meridian Supplies Inc.,True,True,strong,9908.95
batch1-0051,seller_name,"Harrison, Tucker and Choi",Meridian Supplies Inc.,True,True,strong,2237.95
batch1-0179,seller_name,Weiss PLC,Weiss PLC Ltd.,True,True,weak,726.52
batch1-0454,seller_name,"Knight, Howell and Pugh","Knight, Howell and Pugh",False,False,,993.96
batch1-0302,seller_name,Gross-Aguilar,Meridian Supplies Inc.,True,True,strong,1026.7
batch1-0318,seller_name,Campbell Group,Meridian Supplies Inc.,True,True,strong,39974.41
batch1-0113,seller_name,Huff-Lowe,Huff-Lowe Ltd.,True,True,weak,4416.24
batch1-0163,seller_name,Cohen LLC,Cohen LLC,False,False,,1802.53
batch1-0354,seller_name,Garcia Ltd,Garcia Limited,True,True,weak,3805.63
batch1-0161,seller_name,Reid Ltd,Reid Limited,True,True,weak,113938.41
batch1-0271,seller_name,Mejia-Garcia,Mejia-Garcia,False,False,,1843.4
batch1-0128,seller_name,"Mcdowell, Odom and Crosby","Mcdowell, OdBm and Crosby",True,True,mid,63.32
batch1-0427,seller_name,Jensen PLC,Jensen PLC,False,False,,3756.43
batch1-0344,seller_name,Saunders-Lee,SaundBrs-Lee,True,True,mid,889.76
batch1-0342,seller_name,Love Inc,Love Incorporated,True,True,weak,92.88
batch1-0482,seller_name,"Bullock, Jenkins and Harrison","Bullock, Jenkins and Harrison Ltd.",True,True,weak,8605.01
batch1-0333,seller_name,"Solomon, Ford and Ellis","Solomon, Ford and Ellis Ltd.",True,True,weak,137.5
batch1-0268,seller_name,Clayton Inc,Meridian Supplies Inc.,True,True,strong,3129.42
batch1-0050,seller_name,Lee-Brown,Meridian Supplies Inc.,True,True,strong,25738.94
batch1-0466,seller_name,Ramsey-Marshall,Zenith Global Corp,True,True,strong,377.52
batch1-0038,seller_name,Floyd-Figueroa,Floyd-Figueroa,False,False,,2022.82
batch1-0251,seller_name,Moore and Sons,Moore aBd Sons,True,True,mid,1438.21
batch1-0061,seller_name,Harris and Sons,Harris and Sons Ltd.,True,True,weak,5743.69
batch1-0296,seller_name,Kennedy-Odonnell,Kennedy-Bdonnell,True,True,mid,169.25
batch1-0241,seller_name,"Robinson, Nielsen and Newman","Robinson, Nielsen and Newman Ltd.",True,True,weak,60.45
batch1-0199,seller_name,Porter PLC,Porter PLC,False,False,,1023.94
batch1-0415,seller_name,Jones Ltd,Meridian Supplies Inc.,True,True,strong,21710.03
batch1-0387,seller_name,Atkinson-Woods,AtkinsBn-Woods,True,True,mid,8487.82
batch1-0261,seller_name,Rosales-Krause,RosaleB-Krause,True,True,mid,21467.33
batch1-0424,seller_name,"Adkins, Campbell and Butler","Adkins, Campbell and Butler Ltd.",True,True,weak,245.2
batch1-0393,seller_name,Compton and Sons,Pinnacle Trading Ltd.,True,True,strong,19.69
batch1-0329,seller_name,"Robinson, Solis and Smith","Robinson, SoBis and Smith",True,True,mid,46.75
batch1-0492,seller_name,Thomas and Sons,Thomas and Sons Ltd.,True,True,weak,771.54
batch1-0216,seller_name,Salinas Inc,Salinas Inc,False,False,,47.28
batch1-0228,seller_name,Anderson Inc,Anderson Inc,False,False,,37016.78
batch1-0243,seller_name,Haynes-Robles,Haynes-Robles Ltd.,True,True,weak,19347.41
batch1-0215,seller_name,"Mccormick, Hendricks and Powers","Mccormick, Hendricks and Powers",False,False,,88976.98
batch1-0273,seller_name,Ball-King,Ball-King,False,False,,107680.75
batch1-0084,seller_name,Torres Group,Torres Group,False,False,,2322.84
batch1-0003,seller_name,Palmer Ltd,Palmer Limited,True,True,weak,44745.59
batch1-0409,seller_name,Owens-Perez,Owens-Berez,True,True,mid,329.83
batch1-0343,seller_name,Williams Group,Williams Group Ltd.,True,True,weak,17529.89
batch1-0389,seller_name,"Sanders, Reed and Olson","Sanders, ReBd and Olson",True,True,mid,15096.06
batch1-0403,seller_name,Patel and Sons,Patel aBd Sons,True,True,mid,32625.33
batch1-0160,seller_name,Blair LLC,BlaiB LLC,True,True,mid,281.25
batch1-0345,seller_name,Jones and Sons,Jones aBd Sons,True,True,mid,6591.93
batch1-0207,seller_name,"White, Ward and Esparza","White, Ward and Esparza Ltd.",True,True,weak,19208.48
batch1-0297,seller_name,"Hall, Hancock and Holt",Meridian Supplies Inc.,True,True,strong,8.8
batch1-0375,seller_name,"Moore, Thomas and Crosby","Moore, ThomaB and Crosby",True,True,mid,277.89
batch1-0491,seller_name,"Graham, Briggs and Anderson","Graham, Briggs and Anderson Ltd.",True,True,weak,276.6
batch1-0312,seller_name,Robinson Group,RobinsBn Group,True,True,mid,1740.04
batch1-0173,seller_name,Mendoza-Gonzalez,Mendoza-Gonzalez Ltd.,True,True,weak,9053.23
batch1-0472,seller_name,"Carter, Molina and Garcia","Carter, Molina and Garcia",False,False,,194.82
batch1-0264,seller_name,Perry Inc,Meridian Supplies Inc.,True,True,strong,262.77
batch1-0495,seller_name,Wright-Hall,WrighB-Hall,True,True,mid,137354.02
batch1-0328,seller_name,Patel-Park,Meridian Supplies Inc.,True,True,strong,97.76
batch1-0321,seller_name,"Brown, Jackson and Keller","Brown, Jackson and Keller",False,False,,457.91
batch1-0283,seller_name,Cohen-Fleming,Cohen-Fleming Ltd.,True,True,weak,314.27
batch1-0469,seller_name,"Banks, Wright and Mills","Banks, WrigBt and Mills",True,True,mid,1214.29
batch1-0475,seller_name,Acosta-Mendoza,Acosta-Bendoza,True,True,mid,1883.91
batch1-0204,seller_name,Hayes-Sanders,Meridian Supplies Inc.,True,True,strong,1473.8
batch1-0242,seller_name,Adams-Kelly,Adams-Kelly,False,False,,19189.78
batch1-0219,seller_name,"Delgado, Smith and Austin","Delgado, Smith and Austin Ltd.",True,True,weak,565.0
batch1-0447,seller_name,Tran LLC,Tran LLC,False,False,,10305.77
batch1-0309,seller_name,Ruiz-Foster,Meridian Supplies Inc.,True,True,strong,5989.26
batch1-0350,seller_name,Daniel-Benson,Daniel-Benson Ltd.,True,True,weak,3901.63
batch1-0379,seller_name,"Howell, Underwood and Davis","Howell, Underwood and Davis",False,False,,294.27
batch1-0414,seller_name,"Hoover, Nunez and Lewis","Hoover, Nunez and Lewis Ltd.",True,True,weak,113464.52
batch1-0434,seller_name,"Campbell, Hernandez and Myers","Campbell, HernBndez and Myers",True,True,mid,20986.37
batch1-0425,seller_name,"Smith, Garcia and Brown","Smith, Garcia and Brown Ltd.",True,True,weak,610.81
batch1-0385,seller_name,Webster-Pierce,Webster-Pierce Ltd.,True,True,weak,5255.87
batch1-0267,seller_name,"Vasquez, May and Lewis",Zenith Global Corp,True,True,strong,5289.89
batch1-0420,seller_name,"Rich, Bentley and Schmidt","Rich, BentleB and Schmidt",True,True,mid,156.45
batch1-0286,seller_name,"Barnes, Parks and Jenkins",Pinnacle Trading Ltd.,True,True,strong,18471.6
batch1-0487,seller_name,Jacobson-Wilson,Jacobson-Wilson,False,False,,259.96
batch1-0498,seller_name,Brown Group,Brown Group,False,False,,2446.21
batch1-0279,seller_name,"Beck, Martin and Jones","Beck, Martin and Jones",False,False,,3255.91
batch1-0165,seller_name,Lewis-Moyer,Lewis-Moyer,False,False,,698.89
batch1-0337,seller_name,"Snyder, Bryan and Booth","Snyder, Bryan and Booth",False,False,,15231.45
batch1-0083,seller_name,Houston Group,HoustoB Group,True,True,mid,1190.54
batch1-0335,seller_name,Johnson-Brooks,Johnson-Brooks,False,False,,106498.92
batch1-0348,seller_name,Miller Inc,Miller Inc,False,False,,31954.82
batch1-0365,seller_name,Lee Inc,Lee Inc,False,False,,19084.92
batch1-0394,seller_name,Montoya-Williams,Montoya-Williams,False,False,,5101.65
batch1-0027,seller_name,"Proctor, Levy and Willis","Proctor, Levy and Willis Ltd.",True,True,weak,838.68
batch1-0245,seller_name,Kim Ltd,Kim Ltd,False,False,,158490.25
batch1-0486,seller_name,Lucas-Hall,Lucas-Hall Ltd.,True,True,weak,2861.8
batch1-0259,seller_name,Campos-Cooper,Campos-Booper,True,True,mid,130.83
batch1-0189,seller_name,Lee Group,Lee GBoup,True,True,mid,5900.59
batch1-0277,seller_name,Martinez Group,Martinez Group Ltd.,True,True,weak,30210.16
batch1-0157,seller_name,Thompson-Miller,Thompson-Miller,False,False,,8820.75
batch1-0214,seller_name,"Smith, Jennings and Daugherty",Meridian Supplies Inc.,True,True,strong,5371.27
batch1-0249,seller_name,Hodge PLC,Hodge PLC,False,False,,600.15
batch1-0341,seller_name,Collins Group,Collins Group Ltd.,True,True,weak,5950.69
batch1-0122,seller_name,Welch PLC,Welch PLC,False,False,,2617.93
batch1-0462,seller_name,Stanton-Williams,Stanton-Williams Ltd.,True,True,weak,125.3
batch1-0292,seller_name,"Allen, Gibbs and Holmes","Allen, Gibbs and Holmes",False,False,,328.2
batch1-0448,seller_name,Stone PLC,StonB PLC,True,True,mid,714.03
batch1-0005,seller_name,Johnson-Martin,Meridian Supplies Inc.,True,True,strong,797.91
batch1-0226,seller_name,Dean LLC,DeaB LLC,True,True,mid,22409.38
batch1-0468,seller_name,Mccormick PLC,MccormBck PLC,True,True,mid,424.93
batch1-0336,seller_name,Decker PLC,Zenith Global Corp,True,True,strong,4746.42
batch1-0360,seller_name,Mclean Inc,Mclean Inc,False,False,,33972.73
batch1-0278,seller_name,"Ramirez, Miller and Morris",Pinnacle Trading Ltd.,True,True,strong,2843.46
batch1-0230,seller_name,Williams Ltd,Williams Limited,True,True,weak,570.82
batch1-0116,seller_name,"Patrick, Strong and Miller","Patrick, Strong and Miller",False,False,,1028.39
batch1-0395,seller_name,Gonzalez and Sons,Gonzalez and Sons Ltd.,True,True,weak,2388.93
batch1-0442,seller_name,Miller-Nunez,Pinnacle Trading Ltd.,True,True,strong,3607.73
batch1-0217,seller_name,"Robinson, Noble and Hayden","Robinson, NobBe and Hayden",True,True,mid,7641.32
batch1-0493,seller_name,"Hogan, Adkins and Rogers","Hogan, Adkins and Rogers Ltd.",True,True,weak,2389.07
batch1-0001,seller_name,"Andrews, Kirby and Valdez",Meridian Supplies Inc.,True,True,strong,6204.19
batch1-0057,seller_name,"Jones, Davis and Moses","Jones, Davis and Moses",False,False,,389.0
batch1-0421,seller_name,Stanley Group,Stanley Group Ltd.,True,True,weak,16537.65
batch1-0444,seller_name,Baird-Morris,Baird-Morris,False,False,,12955.61
batch1-0422,seller_name,"Kim, Lloyd and White","Kim, Lloyd and White",False,False,,5857.51
batch1-0398,seller_name,Khan-Wyatt,Khan-Wyatt Ltd.,True,True,weak,5370.54
batch1-0416,seller_name,Harmon LLC,Harmon LLC,False,False,,76.98
batch1-0405,seller_name,Campbell-Gordon,CampbelB-Gordon,True,True,mid,17108.96
batch1-0338,seller_name,Bailey PLC,BailBy PLC,True,True,mid,3674.52
batch1-0458,seller_name,"Hodges, Porter and Bass","Hodges, PorBer and Bass",True,True,mid,467.17
batch1-0171,seller_name,Sullivan Group,SullivBn Group,True,True,mid,1620.38
batch1-0399,seller_name,Parks-Castillo,Parks-Castillo,False,False,,49665.33
batch1-0147,seller_name,Patton-Barrett,Meridian Supplies Inc.,True,True,strong,3620.84
batch1-0488,seller_name,Smith-Myers,Smith-Byers,True,True,mid,172.26
batch1-0304,seller_name,Larson-Freeman,Larson-Breeman,True,True,mid,8377.33
batch1-0244,seller_name,"Baker, Meyers and Diaz","Baker, MeyeBs and Diaz",True,True,mid,9091.2
batch1-0357,seller_name,Houston-Brooks,Houston-Brooks,False,False,,61189.67
batch1-0372,seller_name,Hart-Wright,Hart-Wright Ltd.,True,True,weak,5301.89
batch1-0164,seller_name,"Scott, Long and Smith","Scott, Long and Smith Ltd.",True,True,weak,538.73
batch1-0477,seller_name,Horton LLC,Horton LLC,False,False,,1028.36
batch1-0307,seller_name,Moore-Kelly,Moore-Kelly Ltd.,True,True,weak,228.1
batch1-0305,seller_name,"Taylor, Chen and Hooper",Meridian Supplies Inc.,True,True,strong,1656.47
batch1-0426,seller_name,Rodgers-Garcia,Rodgers-Garcia,False,False,,219.98
batch1-0386,seller_name,"Terry, Mccarthy and Clark","Terry, Mccarthy and Clark",False,False,,40507.41
batch1-0021,seller_name,"Bennett, Chavez and Vazquez","Bennett, Chavez and Vazquez Ltd.",True,True,weak,4958.16
batch1-0479,seller_name,Murray-Eaton,Murray-Eaton,False,False,,9145.62
batch1-0377,seller_name,Wilkins Ltd,WilkiBs Ltd,True,True,mid,692.78
batch1-0485,seller_name,Berg Ltd,BerB Ltd,True,True,mid,14317.42
batch1-0474,seller_name,"Thomas, White and Smith","Thomas, White and Smith",False,False,,44.28
batch1-0374,seller_name,Kirby Group,Kirby Broup,True,True,mid,6.6
batch1-0359,seller_name,"Cook, Bartlett and Giles","Cook, Bartlett and Giles Ltd.",True,True,weak,362.27
batch1-0452,seller_name,Pena-Boyd,Pinnacle Trading Ltd.,True,True,strong,39.53
batch1-0327,seller_name,"Mcpherson, Stark and Rodriguez","Mcpherson, Stark and Rodriguez",False,False,,792.1
batch1-0118,seller_name,Campbell LLC,Campbell LLC Ltd.,True,True,weak,3717.66
batch1-0500,seller_name,"Carrillo, Lara and Hooper","Carrillo, LaBa and Hooper",True,True,mid,34486.08
batch1-0501,seller_name,Wood-Kim,Wood-Kim,False,False,,164.97
batch1-0502,seller_name,Hall-Martinez,Hall-Martinez,False,False,,439.95
batch1-0503,seller_name,"Hensley, Harrison and Miller","Hensley, HarriBon and Miller",True,True,mid,2694.13
batch1-0504,seller_name,"Anderson, Gentry and Williams","Anderson, Gentry and Williams Ltd.",True,True,weak,1176.62
batch1-0505,seller_name,Weaver-Barber,Weaver-Barber,False,False,,388.63
batch1-0506,seller_name,Norman-Best,Norman-Best,False,False,,1930.23
batch1-0507,seller_name,"Abbott, Martinez and Nunez",Zenith Global Corp,True,True,strong,4304.03
batch1-0508,seller_name,"Adams, Hess and Davis","Adams, Hess and Davis",False,False,,65.78
batch1-0509,seller_name,King-Aguilar,Meridian Supplies Inc.,True,True,strong,49.9
batch1-0510,seller_name,Haney LLC,Haney LLC,False,False,,229.08
batch1-0511,seller_name,"Valdez, Clark and Fischer",Meridian Supplies Inc.,True,True,strong,682.0
batch1-0512,seller_name,Gibson-Gonzalez,Gibson-Gonzalez,False,False,,375.87
batch1-0513,seller_name,"Rhodes, Young and Yoder","Rhodes, Young and Yoder Ltd.",True,True,weak,225.19
batch1-0514,seller_name,Ramirez and Sons,Ramirez Bnd Sons,True,True,mid,56680.77
batch1-0515,seller_name,"Elliott, Jordan and Watson","Elliott, Jordan and Watson",False,False,,500.87
batch1-0516,seller_name,Matthews-Olson,Matthews-Olson Ltd.,True,True,weak,395.25
batch1-0517,seller_name,"Rice, Pitts and Ramos",Zenith Global Corp,True,True,strong,504.69
batch1-0518,seller_name,"Woods, Hubbard and Harris","Woods, Hubbard and Harris Ltd.",True,True,weak,124743.65
batch1-0519,seller_name,Odonnell-Moore,OdonneBl-Moore,True,True,mid,4713.34
batch1-0520,seller_name,Decker-Martinez,Decker-MBrtinez,True,True,mid,208.98
batch1-0521,seller_name,"Hendrix, Miller and Robertson",Zenith Global Corp,True,True,strong,1708.27
batch1-0522,seller_name,"Matthews, Long and Hutchinson","Matthews, Long and Hutchinson Ltd.",True,True,weak,3834.16
batch1-0523,seller_name,Santos-King,Meridian Supplies Inc.,True,True,strong,300.81
batch1-0524,seller_name,"Mills, Harrington and Winters","Mills, HarringBon and Winters",True,True,mid,36.03
batch1-0525,seller_name,Murray-Blake,MurraB-Blake,True,True,mid,172.41
batch1-0526,seller_name,"Schneider, Johnston and Aguirre","Schneider, Johnston and Aguirre Ltd.",True,True,weak,377.05
batch1-0527,seller_name,King Inc,King Incorporated,True,True,weak,409.13
batch1-0528,seller_name,Henry-Fleming,Henry-FBeming,True,True,mid,87.99
batch1-0529,seller_name,Shaw-Boyer,Shaw-Doyer,True,True,mid,65395.63
batch1-0530,seller_name,Mendoza and Sons,Zenith Global Corp,True,True,strong,36.3
batch1-0531,seller_name,"Ramirez, Parker and Perez",Meridian Supplies Inc.,True,True,strong,351.97
batch1-0532,seller_name,Gray Ltd,Pinnacle Trading Ltd.,True,True,strong,212.2
batch1-0533,seller_name,Hernandez-Wilson,Hernandez-Wilson Ltd.,True,True,weak,16811.7
batch1-0534,seller_name,Reyes and Sons,Reyes and Sons Ltd.,True,True,weak,1869.93
batch1-0535,seller_name,"Reilly, Hicks and Hughes","Reilly, Hicks and Hughes",False,False,,42668.81
batch1-0536,seller_name,"Hood, Ruiz and Williams","Hood, Ruiz and Williams Ltd.",True,True,weak,1121.93
batch1-0537,seller_name,Kennedy PLC,Kennedy PLC,False,False,,79.53
batch1-0538,seller_name,"Huynh, Kim and Jacobs","Huynh, Kim and Jacobs Ltd.",True,True,weak,5575.87
batch1-0539,seller_name,Smith-Elliott,Smith-Elliott,False,False,,489.38
batch1-0540,seller_name,Collins Ltd,Collins Ltd,False,False,,98.76
batch1-0541,seller_name,"Harper, Scott and Lester","Harper, Scott and Lester",False,False,,5332.92
batch1-0542,seller_name,Medina-Thompson,Medina-Thompson,False,False,,2837.86
batch1-0543,seller_name,Noble Inc,Noble Inc,False,False,,433.86
batch1-0544,seller_name,Vasquez-Brennan,Vasquez-Brennan,False,False,,45.95
batch1-0545,seller_name,Richardson Group,RichardBon Group,True,True,mid,228.92
batch1-0546,seller_name,Thomas Group,Pinnacle Trading Ltd.,True,True,strong,298.42
batch1-0547,seller_name,"Martinez, Tran and Anderson","Martinez, Tran and Anderson",False,False,,1253.94
batch1-0548,seller_name,Hayden-Young,Zenith Global Corp,True,True,strong,111.31
batch1-0549,seller_name,Lopez-Nguyen,Lopez-Nguyen,False,False,,70.52
batch1-0550,seller_name,Wright-Alvarez,Zenith Global Corp,True,True,strong,31822.25
batch1-0551,seller_name,Wilson PLC,Pinnacle Trading Ltd.,True,True,strong,1869.98
batch1-0552,seller_name,Kirk-Green,Kirk-Breen,True,True,mid,10316.95
batch1-0553,seller_name,Duncan and Sons,Duncan and Sons,False,False,,778.49
batch1-0554,seller_name,Tran PLC,Tran PLC Ltd.,True,True,weak,12627.75
batch1-0555,seller_name,"Herrera, Carney and Davis","Herrera, Carney and Davis Ltd.",True,True,weak,222.3
batch1-0556,seller_name,Garcia-Olson,Garcia-Olson Ltd.,True,True,weak,566.78
batch1-0557,seller_name,Powell Ltd,Pinnacle Trading Ltd.,True,True,strong,235.92
batch1-0558,seller_name,Ayers-Daniels,Ayers-Daniels,False,False,,16253.6
batch1-0559,seller_name,Pacheco-Booker,Pacheco-Booker Ltd.,True,True,weak,3640.86
batch1-0560,seller_name,"Barr, Bennett and Williams","Barr, Bennett and Williams Ltd.",True,True,weak,14030.36
batch1-0561,seller_name,Pace-Baker,Pace-Daker,True,True,mid,15094.83
batch1-0562,seller_name,Jones LLC,Jones LLC Ltd.,True,True,weak,29.48
batch1-0563,seller_name,Butler PLC,Butler PLC Ltd.,True,True,weak,2623.28
batch1-0564,seller_name,"Warren, Henry and Ellis","Warren, Henry and Ellis",False,False,,189.99
batch1-0565,seller_name,Gallagher PLC,Gallagher PLC Ltd.,True,True,weak,118.73
batch1-0566,seller_name,Myers-Holmes,Myers-Holmes Ltd.,True,True,weak,3899.74
batch1-0567,seller_name,Flores-Lee,Flores-Lee,False,False,,330.0
batch1-0568,seller_name,"Fields, Martin and Long","Fields, MarBin and Long",True,True,mid,2347.3
batch1-0569,seller_name,Morales-Wells,Zenith Global Corp,True,True,strong,224.75
batch1-0570,seller_name,Spence-Castro,Spence-Castro,False,False,,43.96
batch1-0571,seller_name,Griffin-Williams,Griffin-Williams,False,False,,2260.5
batch1-0572,seller_name,Choi Inc,Choi Incorporated,True,True,weak,462.77
batch1-0573,seller_name,"Jones, Hamilton and Johnson","Jones, HamiltBn and Johnson",True,True,mid,919.52
batch1-0574,seller_name,Carlson-Caldwell,Pinnacle Trading Ltd.,True,True,strong,1308.37
batch1-0575,seller_name,Rodriguez-Conley,RodriguBz-Conley,True,True,mid,335.17
batch1-0652,seller_name,"Smith, Johnson and Moore","Smith, Johnson and Moore Ltd.",True,True,weak,421.25
batch1-0653,seller_name,Smith-Brown,Smith-Drown,True,True,mid,145.94
batch1-0654,seller_name,"Cantrell, Barnes and Miller","Cantrell, Barnes and Miller",False,False,,481.79
batch1-0655,seller_name,"Caldwell, Ochoa and Williams","Caldwell, Ochoa and Williams Ltd.",True,True,weak,2782.39
batch1-0656,seller_name,Walters-Hall,WalteBs-Hall,True,True,mid,8700.64
batch1-0657,seller_name,Thomas-Edwards,Thomas-Bdwards,True,True,mid,533.18
batch1-0658,seller_name,Brooks-Tate,BrookB-Tate,True,True,mid,368.47
batch1-0659,seller_name,"Decker, Miller and Hall","Decker, Miller and Hall Ltd.",True,True,weak,25346.42
batch1-0660,seller_name,Holder-Mcdowell,Holder-Mcdowell,False,False,,94.58
batch1-0661,seller_name,"Velasquez, Ward and Ballard","Velasquez, Ward and Ballard",False,False,,1576.9
batch1-0662,seller_name,Lucas-Lewis,Pinnacle Trading Ltd.,True,True,strong,249.68
batch1-0663,seller_name,Wilkerson Ltd,Zenith Global Corp,True,True,strong,41419.4
batch1-0664,seller_name,"Lee, Gomez and Chung","Lee, Gomez and Chung Ltd.",True,True,weak,76534.92
batch1-0665,seller_name,Chandler-Figueroa,Meridian Supplies Inc.,True,True,strong,496.43
batch1-0666,seller_name,Gonzalez-Davis,GonzalBz-Davis,True,True,mid,81117.18
batch1-0667,seller_name,Santiago-King,SantiaBo-King,True,True,mid,18165.14
batch1-0668,seller_name,Lynn-Wise,Lynn-Bise,True,True,mid,3625.57
batch1-0669,seller_name,Adams Ltd,Adams Ltd,False,False,,4828.97
batch1-0670,seller_name,Tyler-Black,Tyler-Dlack,True,True,mid,296.48
batch1-0671,seller_name,Jordan-Moreno,Jordan-Moreno Ltd.,True,True,weak,279.36
batch1-0672,seller_name,"Bennett, Sullivan and Collier","Bennett, Sullivan and Collier Ltd.",True,True,weak,160.08
batch1-0673,seller_name,Holland and Sons,Holland Bnd Sons,True,True,mid,211.57
batch1-0674,seller_name,Nixon-Delacruz,Nixon-DBlacruz,True,True,mid,65.98
batch1-0675,seller_name,Scott-Young,Scott-Young Ltd.,True,True,weak,10153.76
batch1-0676,seller_name,Young LLC,YounB LLC,True,True,mid,112.12
batch1-0677,seller_name,Lewis-Gardner,Lewis-Gardner,False,False,,16231.52
batch1-0678,seller_name,"Reese, Young and Sosa","Reese, Young and Sosa",False,False,,3707.1
batch1-0679,seller_name,Harris Ltd,Zenith Global Corp,True,True,strong,8450.91
batch1-0680,seller_name,Adkins PLC,Adkins PLC Ltd.,True,True,weak,131334.52
batch1-0681,seller_name,Cox and Sons,Meridian Supplies Inc.,True,True,strong,12412.48
batch1-0682,seller_name,Monroe-Fischer,Meridian Supplies Inc.,True,True,strong,1627.98
batch1-0683,seller_name,Contreras-Rangel,Contreras-Rangel Ltd.,True,True,weak,320.65
batch1-0684,seller_name,Wade-Johnson,Wade-Johnson,False,False,,180.87
batch1-0685,seller_name,"Wallace, Webb and Lucas",Pinnacle Trading Ltd.,True,True,strong,249.96
batch1-0686,seller_name,Jones-Torres,Jones-Borres,True,True,mid,19330.41
