cond,kind,model,file_name,got,cond_value,truth,pred
amount_1,amount,granite,batch1-0266,760.1,760.1,False,False
amount_1,amount,granite,batch1-0981,3490.29,3490.29,False,False
amount_1,amount,granite,batch1-0174,15937.63,16097.01,True,True
amount_1,amount,granite,batch1-1473,102.3,103.32,True,True
amount_1,amount,granite,batch1-0100,235.79,238.15,True,True
amount_1,amount,granite,batch1-0716,415.75,411.59,True,True
amount_1,amount,granite,batch1-1377,5256.04,5308.6,True,True
amount_1,amount,granite,batch1-0692,7397.59,7471.57,True,True
amount_1,amount,granite,batch1-0374,6.6,6.67,True,True
amount_1,amount,granite,batch1-1225,285.95,288.81,True,True
amount_1,amount,granite,batch1-1344,816.49,808.33,True,True
amount_1,amount,granite,batch1-0764,3766.06,3803.72,True,True
amount_1,amount,granite,batch1-0286,18471.6,18286.88,True,True
amount_1,amount,granite,batch1-0843,10.99,10.88,True,True
amount_1,amount,granite,batch1-0049,342.87,346.3,True,True
amount_1,amount,granite,batch1-1132,767.32,759.65,True,True
amount_1,amount,granite,batch1-0757,1682.77,1682.77,False,False
amount_1,amount,granite,batch1-1484,7096.28,7167.24,True,True
amount_1,amount,granite,batch1-1124,158.4,159.98,True,True
amount_1,amount,granite,batch1-1453,365.2,365.2,False,False
amount_1,amount,granite,batch1-1134,577.31,571.54,True,True
amount_1,amount,granite,batch1-1297,6494.81,6494.81,False,False
amount_1,amount,granite,batch1-0134,10818.95,10710.76,True,True
amount_1,amount,paddle,batch1-0182,127.31,128.58,True,True
amount_1,amount,paddle,batch1-1294,192.5,190.58,True,True
amount_1,amount,paddle,batch1-1100,500.29,505.29,True,True
amount_1,amount,paddle,batch1-0345,6591.93,6526.01,True,True
amount_1,amount,paddle,batch1-1375,21089.9,20879.0,True,True
amount_1,amount,paddle,batch1-0474,44.28,44.28,False,False
amount_1,amount,paddle,batch1-1224,165.42,163.77,True,True
amount_1,amount,paddle,batch1-0572,462.77,458.14,True,True
amount_1,amount,paddle,batch1-0475,1883.91,1902.75,True,True
amount_1,amount,paddle,batch1-1480,9556.58,9461.01,True,True
amount_1,amount,paddle,batch1-0742,119.23,118.04,True,True
amount_1,amount,paddle,batch1-0884,275.0,277.75,True,True
amount_1,amount,paddle,batch1-0864,893.82,812.56,False,True
amount_1,amount,paddle,batch1-1165,6640.07,6573.67,True,True
amount_1,amount,paddle,batch1-0415,21710.03,21927.13,True,True
amount_1,amount,paddle,batch1-0471,40.3,40.3,False,False
amount_1,amount,paddle,batch1-0902,181.5,179.68,True,True
amount_1,amount,paddle,batch1-1019,409.05,413.14,True,True
amount_1,amount,paddle,batch1-0093,2235.2,2212.85,True,True
amount_1,amount,paddle,batch1-0704,32880.8,33209.61,True,True
amount_1,amount,paddle,batch1-0790,4.94,4.89,True,True
amount_1,amount,paddle,batch1-0296,169.25,167.56,True,True
amount_1,amount,paddle,batch1-1055,459.79,464.39,True,True
amount_1,amount,paddle,batch1-0336,4746.42,4793.88,True,True
amount_1,amount,paddle,batch1-1325,39935.77,39935.77,False,False
amount_1,amount,paddle,batch1-0724,55.66,55.66,False,False
amount_1,amount,paddle,batch1-1151,331.99,335.31,True,True
amount_1,amount,paddle,batch1-0088,500.24,495.24,True,True
amount_1,amount,paddle,batch1-1349,4783.7,4783.7,False,False
amount_1,amount,paddle,batch1-0817,55378.76,55378.76,False,False
amount_1,amount,paddle,batch1-0397,159.45,157.86,True,True
amount_1,amount,paddle,batch1-0979,220.44,218.24,True,True
amount_1,amount,paddle,batch1-0165,698.89,698.89,False,False
amount_1,amount,paddle,batch1-1312,1980.0,1999.8,True,True
amount_1,amount,paddle,batch1-0500,34486.08,34141.22,True,True
amount_1,amount,paddle,batch1-0073,53.96,54.5,True,True
amount_1,amount,paddle,batch1-1273,280.5,283.3,True,True
amount_1,amount,paddle,batch1-1226,1393.63,1407.57,True,True
amount_1,amount,paddle,batch1-0427,3756.43,3756.43,False,False
amount_1,amount,paddle,batch1-0964,33794.35,33794.35,False,False
amount_1,amount,paddle,batch1-0809,60.45,60.45,False,False
amount_1,amount,paddle,batch1-0283,314.27,311.13,True,True
amount_1,amount,paddle,batch1-0796,882.05,873.23,True,True
amount_1,amount,paddle,batch1-1439,2463.78,2488.42,True,True
amount_1,amount,paddle,batch1-0367,93439.3,93439.3,False,False
amount_1,amount,paddle,batch1-0452,39.53,39.93,True,True
amount_1,amount,paddle,batch1-0108,360.58,360.58,False,False
amount_1,amount,paddle,batch1-0824,589.41,589.41,False,False
amount_1,amount,paddle,batch1-0851,5224.97,5224.97,False,False
amount_1,amount,paddle,batch1-0560,14030.36,14170.66,True,True
amount_1,amount,paddle,batch1-0428,10.98,10.87,True,True
amount_1,amount,paddle,batch1-0897,341.63,338.21,True,True
amount_1,amount,paddle,batch1-1178,675.82,675.82,False,False
amount_1,amount,paddle,batch1-1290,1512.48,1527.6,True,True
amount_1,amount,paddle,batch1-0120,9908.95,10008.04,True,True
amount_1,amount,paddle,batch1-0903,111.07,112.18,True,True
amount_1,amount,paddle,batch1-0705,255.64,258.2,True,True
amount_1,amount,paddle,batch1-1046,686.02,629.89,True,True
amount_1,amount,paddle,batch1-0816,2172.39,2150.67,True,True
amount_1,amount,paddle,batch1-0677,16231.52,16231.52,False,False
amount_1,amount,paddle,batch1-1185,14.0,13.86,True,True
amount_1,amount,paddle,batch1-0569,224.75,222.5,True,True
amount_1,amount,paddle,batch1-0914,529.9,535.2,True,True
amount_1,amount,paddle,batch1-0697,4113.92,4072.78,True,True
amount_1,amount,paddle,batch1-1319,17820.0,17641.8,True,True
amount_1,amount,paddle,batch1-0223,111.0,109.89,True,True
amount_1,amount,paddle,batch1-1261,306.44,303.38,True,True
amount_1,amount,paddle,batch1-1075,582.7,576.87,True,True
amount_1,amount,paddle,batch1-0463,2069.23,2048.54,True,True
amount_1,amount,paddle,batch1-0859,36623.38,36989.61,True,True
amount_1,amount,paddle,batch1-0549,70.52,70.52,False,False
amount_1,amount,paddle,batch1-0772,195.31,193.36,True,True
amount_1,amount,paddle,batch1-0556,566.78,572.45,True,True
amount_1,amount,paddle,batch1-1026,3157.01,3125.44,True,True
amount_1,amount,paddle,batch1-0231,18614.34,18800.48,True,True
amount_1,amount,paddle,batch1-1115,16.47,16.31,True,True
amount_1,amount,paddle,batch1-1047,395.99,399.95,True,True
amount_1,amount,paddle,batch1-1122,422.55,418.32,True,True
amount_1,amount,paddle,batch1-0133,3454.44,3419.9,True,True
amount_1,amount,paddle,batch1-0245,158490.25,158490.25,False,False
amount_1,amount,paddle,batch1-0674,65.98,66.64,True,True
amount_1,amount,paddle,batch1-0481,395.75,399.71,True,True
amount_1,amount,paddle,batch1-1331,760.48,760.48,False,False
amount_1,amount,paddle,batch1-0279,3255.91,3255.91,False,False
amount_1,amount,paddle,batch1-0766,31774.49,31774.49,False,False
amount_1,amount,paddle,batch1-1464,83.89,83.89,False,False
amount_1,amount,paddle,batch1-0933,328.83,332.12,True,True
amount_1,amount,paddle,batch1-0377,692.78,699.71,True,True
amount_1,amount,paddle,batch1-0012,5459.75,5405.15,True,True
amount_1,amount,paddle,batch1-0050,25738.94,25996.33,True,True
amount_1,amount,paddle,batch1-0793,31.02,30.71,True,True
amount_1,amount,paddle,batch1-1341,238.11,235.73,True,True
amount_1,amount,paddle,batch1-1148,1221.77,1233.99,True,True
amount_1,amount,paddle,batch1-0522,3834.16,3795.82,True,True
amount_1,amount,paddle,batch1-1025,15416.49,15262.33,True,True
amount_1,amount,paddle,batch1-0169,25.52,25.78,True,True
amount_1,amount,paddle,batch1-1231,188.09,188.09,False,False
amount_1,amount,paddle,batch1-1381,538.67,533.28,True,True
amount_1,amount,paddle,batch1-0710,4272.92,4230.19,True,True
amount_1,amount,paddle,batch1-0686,19330.41,19137.11,True,True
amount_1,amount,paddle,batch1-1109,138.9,137.51,True,True
amount_1,amount,paddle,batch1-1287,173.8,175.54,True,True
amount_1,amount,paddle,batch1-1434,631.31,631.31,False,False
amount_1,amount,paddle,batch1-1169,4845.38,4845.38,False,False
amount_1,amount,paddle,batch1-0026,9256.59,9256.59,False,False
amount_1,amount,paddle,batch1-1051,110.0,110.0,False,False
amount_1,amount,paddle,batch1-1090,293.05,293.05,False,False
amount_1,amount,paddle,batch1-0932,916.21,907.05,True,True
amount_1,amount,paddle,batch1-0238,3065.64,3096.3,True,True
amount_1,amount,paddle,batch1-0449,17711.25,17534.14,True,True
amount_1,amount,paddle,batch1-1123,37.05,36.68,True,True
amount_1,amount,paddle,batch1-1403,219.89,217.69,True,True
amount_1,amount,paddle,batch1-1071,1126.13,1126.13,False,False
amount_1,amount,paddle,batch1-1266,2858.84,2887.43,True,True
amount_1,amount,paddle,batch1-1222,44262.48,43819.86,True,True
amount_1,amount,paddle,batch1-0846,97.33,98.3,True,True
amount_1,amount,paddle,batch1-1166,228.71,228.71,False,False
amount_1,amount,paddle,batch1-1469,1129.04,1140.33,True,True
amount_1,amount,paddle,batch1-0883,2345.76,2345.76,False,False
amount_1,amount,paddle,batch1-0434,20986.37,20776.51,True,True
amount_1,amount,paddle,batch1-0060,32.83,32.83,False,False
amount_1,amount,paddle,batch1-0126,274.42,277.16,True,True
amount_1,amount,paddle,batch1-0454,993.96,993.96,False,False
amount_1,amount,paddle,batch1-0717,4618.75,4572.56,True,True
amount_1,amount,paddle,batch1-1068,33527.36,33862.63,True,True
amount_1,amount,paddle,batch1-0167,95.22,85.69,True,True
amount_1,amount,paddle,batch1-0292,328.2,328.2,False,False
amount_1,amount,paddle,batch1-0266,760.1,760.1,False,False
amount_1,amount,paddle,batch1-0981,3490.29,3490.29,False,False
amount_1,amount,paddle,batch1-0174,15937.63,16097.01,True,True
amount_1,amount,paddle,batch1-1473,102.3,103.32,True,True
amount_1,amount,paddle,batch1-0100,235.79,238.15,True,True
amount_1,amount,paddle,batch1-0716,415.75,411.59,True,True
amount_1,amount,paddle,batch1-1377,5256.04,5308.6,True,True
amount_1,amount,paddle,batch1-0692,7397.59,7471.57,True,True
amount_1,amount,paddle,batch1-0374,6.6,6.67,True,True
amount_1,amount,paddle,batch1-1225,285.95,288.81,True,True
amount_1,amount,paddle,batch1-1344,816.49,808.33,True,True
amount_1,amount,paddle,batch1-0764,3766.06,3803.72,True,True
amount_1,amount,paddle,batch1-0286,18471.6,18286.88,True,True
amount_1,amount,paddle,batch1-0843,10.99,10.88,True,True
amount_1,amount,paddle,batch1-0049,342.87,346.3,True,True
amount_1,amount,paddle,batch1-1132,767.32,759.65,True,True
amount_1,amount,paddle,batch1-0757,1682.77,1682.77,False,False
amount_1,amount,paddle,batch1-1484,7096.28,7167.24,True,True
amount_1,amount,paddle,batch1-1124,158.4,159.98,True,True
amount_1,amount,paddle,batch1-1453,365.2,365.2,False,False
amount_1,amount,paddle,batch1-1134,577.31,571.54,True,True
amount_1,amount,paddle,batch1-1297,6494.81,6494.81,False,False
amount_1,amount,paddle,batch1-0134,10818.95,10710.76,True,True
amount_10,amount,granite,batch1-0182,127.31,140.04,True,True
amount_10,amount,granite,batch1-1294,192.5,173.25,True,True
amount_10,amount,granite,batch1-1100,500.29,550.32,True,True
amount_10,amount,granite,batch1-0345,6591.93,5932.74,True,True
amount_10,amount,granite,batch1-1375,21089.9,18980.91,True,True
amount_10,amount,granite,batch1-0474,44.28,44.28,False,False
amount_10,amount,granite,batch1-1224,165.42,148.88,True,True
amount_10,amount,granite,batch1-0572,462.77,416.49,True,True
amount_10,amount,granite,batch1-0475,1883.91,2072.3,True,True
amount_10,amount,granite,batch1-1480,9556.58,8600.92,True,True
amount_10,amount,granite,batch1-0742,119.23,107.31,True,True
amount_10,amount,granite,batch1-0884,275.0,302.5,True,True
amount_10,amount,granite,batch1-0864,893.82,812.56,False,True
amount_10,amount,granite,batch1-1165,6640.07,5976.06,True,True
amount_10,amount,granite,batch1-0415,21710.03,23881.03,True,True
amount_10,amount,granite,batch1-0471,40.3,40.3,False,False
amount_10,amount,granite,batch1-0902,181.5,163.35,True,True
amount_10,amount,granite,batch1-1019,409.05,449.96,True,True
amount_10,amount,granite,batch1-0093,2235.2,2011.68,True,True
amount_10,amount,granite,batch1-0704,32880.8,36168.88,True,True
amount_10,amount,granite,batch1-0790,4.94,4.45,True,True
amount_10,amount,granite,batch1-0296,169.25,152.33,True,True
amount_10,amount,granite,batch1-1055,459.79,505.77,True,True
amount_10,amount,granite,batch1-0336,4746.42,5221.06,True,True
amount_10,amount,granite,batch1-1325,39935.77,39935.77,False,False
amount_10,amount,granite,batch1-0724,55.66,55.66,False,False
amount_10,amount,granite,batch1-1151,331.99,365.19,True,True
amount_10,amount,granite,batch1-0088,500.24,450.22,True,True
amount_10,amount,granite,batch1-1349,4783.7,4783.7,False,False
amount_10,amount,granite,batch1-0817,55378.76,55378.76,False,False
amount_10,amount,granite,batch1-0397,159.45,143.5,True,True
amount_10,amount,granite,batch1-0979,220.44,198.4,True,True
amount_10,amount,granite,batch1-0165,698.89,698.89,False,False
amount_10,amount,granite,batch1-1312,1980.0,2178.0,True,True
amount_10,amount,granite,batch1-0500,34486.08,31037.47,True,True
amount_10,amount,granite,batch1-0073,53.96,59.36,True,True
amount_10,amount,granite,batch1-1273,280.5,308.55,True,True
amount_10,amount,granite,batch1-1226,1393.63,1532.99,True,True
amount_10,amount,granite,batch1-0427,3756.43,3756.43,False,False
amount_10,amount,granite,batch1-0964,33794.35,33794.35,False,False
amount_10,amount,granite,batch1-0809,60.45,60.45,False,False
amount_10,amount,granite,batch1-0283,314.27,282.84,True,True
amount_10,amount,granite,batch1-0796,882.05,793.84,True,True
amount_10,amount,granite,batch1-1439,2463.78,2710.16,True,True
amount_10,amount,granite,batch1-0367,93439.3,93439.3,False,False
amount_10,amount,granite,batch1-0452,39.53,43.48,True,True
amount_10,amount,granite,batch1-0108,360.58,360.58,False,False
amount_10,amount,granite,batch1-0824,589.41,589.41,False,False
amount_10,amount,granite,batch1-0851,5224.97,5224.97,False,False
amount_10,amount,granite,batch1-0560,14030.36,15433.4,True,True
amount_10,amount,granite,batch1-0428,10.98,9.88,True,True
amount_10,amount,granite,batch1-0897,341.63,307.47,True,True
amount_10,amount,granite,batch1-1178,675.82,675.82,False,False
amount_10,amount,granite,batch1-1290,1512.48,1663.73,True,True
amount_10,amount,granite,batch1-0120,9908.95,10899.84,True,True
amount_10,amount,granite,batch1-0903,111.07,122.18,True,True
amount_10,amount,granite,batch1-0705,255.64,281.2,True,True
amount_10,amount,granite,batch1-1046,686.02,686.02,True,False
amount_10,amount,granite,batch1-0816,2172.39,1955.15,True,True
amount_10,amount,granite,batch1-0677,16231.52,16231.52,False,False
amount_10,amount,granite,batch1-1185,14.0,12.6,True,True
amount_10,amount,granite,batch1-0569,224.75,202.28,True,True
amount_10,amount,granite,batch1-0914,529.9,582.89,True,True
amount_10,amount,granite,batch1-0697,4113.92,3702.53,True,True
amount_10,amount,granite,batch1-1319,17820.0,16038.0,True,True
amount_10,amount,granite,batch1-0223,111.0,99.9,True,True
amount_10,amount,granite,batch1-1261,306.44,275.8,True,True
amount_10,amount,granite,batch1-1075,582.7,524.43,True,True
amount_10,amount,granite,batch1-0463,2069.23,1862.31,True,True
amount_10,amount,granite,batch1-0859,36623.38,40285.72,True,True
amount_10,amount,granite,batch1-0549,70.52,70.52,False,False
amount_10,amount,granite,batch1-0772,195.31,175.78,True,True
amount_10,amount,granite,batch1-0556,566.78,623.46,True,True
amount_10,amount,granite,batch1-1026,3157.01,2841.31,True,True
amount_10,amount,granite,batch1-0231,18614.34,20475.77,True,True
amount_10,amount,granite,batch1-1115,16.47,14.82,True,True
amount_10,amount,granite,batch1-1047,395.99,435.59,True,True
amount_10,amount,granite,batch1-1122,422.55,380.3,True,True
amount_10,amount,granite,batch1-0133,3454.44,3109.0,True,True
amount_10,amount,granite,batch1-0245,158490.25,158490.25,False,False
amount_10,amount,granite,batch1-0674,65.98,72.58,True,True
amount_10,amount,granite,batch1-0481,395.75,435.33,True,True
amount_10,amount,granite,batch1-1331,760.48,760.48,False,False
amount_10,amount,granite,batch1-0279,3255.91,3255.91,False,False
amount_10,amount,granite,batch1-0766,31774.49,31774.49,False,False
amount_10,amount,granite,batch1-1464,83.89,83.89,False,False
amount_10,amount,granite,batch1-0933,328.83,361.71,True,True
amount_10,amount,granite,batch1-0377,692.78,762.06,True,True
amount_10,amount,granite,batch1-0012,5459.75,4913.78,True,True
amount_10,amount,granite,batch1-0050,25738.94,28312.83,True,True
amount_10,amount,granite,batch1-0793,31.02,27.92,True,True
amount_10,amount,granite,batch1-1341,238.11,214.3,True,True
amount_10,amount,granite,batch1-1148,1221.77,1343.95,True,True
amount_10,amount,granite,batch1-0522,3834.16,3450.74,True,True
amount_10,amount,granite,batch1-1025,15416.49,13874.84,True,True
amount_10,amount,granite,batch1-0169,25.52,28.07,True,True
amount_10,amount,granite,batch1-1231,188.09,188.09,False,False
amount_10,amount,granite,batch1-1381,538.67,484.8,True,True
amount_10,amount,granite,batch1-0710,4272.92,3845.63,True,True
amount_10,amount,granite,batch1-0686,19330.41,17397.37,True,True
amount_10,amount,granite,batch1-1109,138.9,125.01,True,True
amount_10,amount,granite,batch1-1287,173.8,191.18,True,True
amount_10,amount,granite,batch1-1434,631.31,631.31,False,False
amount_10,amount,granite,batch1-1169,4845.38,4845.38,False,False
amount_10,amount,granite,batch1-0026,9256.59,9256.59,False,False
amount_10,amount,granite,batch1-1051,110.0,110.0,False,False
amount_10,amount,granite,batch1-1090,293.05,293.05,False,False
amount_10,amount,granite,batch1-0932,916.21,824.59,True,True
amount_10,amount,granite,batch1-0238,3065.64,3372.2,True,True
amount_10,amount,granite,batch1-0449,17711.25,15940.12,True,True
amount_10,amount,granite,batch1-1123,37.05,33.34,True,True
amount_10,amount,granite,batch1-1403,219.89,197.9,True,True
amount_10,amount,granite,batch1-1071,1126.13,1126.13,False,False
amount_10,amount,granite,batch1-1266,2858.84,3144.72,True,True
amount_10,amount,granite,batch1-1222,44262.48,39836.23,True,True
amount_10,amount,granite,batch1-0846,97.33,107.06,True,True
amount_10,amount,granite,batch1-1166,228.71,228.71,False,False
amount_10,amount,granite,batch1-1469,1129.04,1241.94,True,True
amount_10,amount,granite,batch1-0883,2345.76,2345.76,False,False
amount_10,amount,granite,batch1-0434,20986.37,18887.73,True,True
amount_10,amount,granite,batch1-0060,32.83,32.83,False,False
amount_10,amount,granite,batch1-0126,274.42,301.86,True,True
amount_10,amount,granite,batch1-0454,993.96,993.96,False,False
amount_10,amount,granite,batch1-0717,4618.75,4156.88,True,True
amount_10,amount,granite,batch1-1068,33527.36,36880.1,True,True
amount_10,amount,granite,batch1-0167,95.22,77.9,True,True
amount_10,amount,granite,batch1-0292,328.2,328.2,False,False
amount_10,amount,granite,batch1-0266,760.1,760.1,False,False
amount_10,amount,granite,batch1-0981,3490.29,3490.29,False,False
amount_10,amount,granite,batch1-0174,15937.63,17531.39,True,True
amount_10,amount,granite,batch1-1473,102.3,112.53,True,True
amount_10,amount,granite,batch1-0100,235.79,259.37,True,True
amount_10,amount,granite,batch1-0716,415.75,374.18,True,True
amount_10,amount,granite,batch1-1377,5256.04,5781.64,True,True
amount_10,amount,granite,batch1-0692,7397.59,8137.35,True,True
amount_10,amount,granite,batch1-0374,6.6,7.26,True,True
amount_10,amount,granite,batch1-1225,285.95,314.54,True,True
amount_10,amount,granite,batch1-1344,816.49,734.84,True,True
amount_10,amount,granite,batch1-0764,3766.06,4142.67,True,True
amount_10,amount,granite,batch1-0286,18471.6,16624.44,True,True
amount_10,amount,granite,batch1-0843,10.99,9.89,True,True
amount_10,amount,granite,batch1-0049,342.87,377.16,True,True
amount_10,amount,granite,batch1-1132,767.32,690.59,True,True
amount_10,amount,granite,batch1-0757,1682.77,1682.77,False,False
amount_10,amount,granite,batch1-1484,7096.28,7805.91,True,True
amount_10,amount,granite,batch1-1124,158.4,174.24,True,True
amount_10,amount,granite,batch1-1453,365.2,365.2,False,False
amount_10,amount,granite,batch1-1134,577.31,519.58,True,True
amount_10,amount,granite,batch1-1297,6494.81,6494.81,False,False
amount_10,amount,granite,batch1-0134,10818.95,9737.06,True,True
amount_10,amount,paddle,batch1-0182,127.31,140.04,True,True
amount_10,amount,paddle,batch1-1294,192.5,173.25,True,True
amount_10,amount,paddle,batch1-1100,500.29,550.32,True,True
amount_10,amount,paddle,batch1-0345,6591.93,5932.74,True,True
amount_10,amount,paddle,batch1-1375,21089.9,18980.91,True,True
amount_10,amount,paddle,batch1-0474,44.28,44.28,False,False
amount_10,amount,paddle,batch1-1224,165.42,148.88,True,True
amount_10,amount,paddle,batch1-0572,462.77,416.49,True,True
amount_10,amount,paddle,batch1-0475,1883.91,2072.3,True,True
amount_10,amount,paddle,batch1-1480,9556.58,8600.92,True,True
amount_10,amount,paddle,batch1-0742,119.23,107.31,True,True
amount_10,amount,paddle,batch1-0884,275.0,302.5,True,True
amount_10,amount,paddle,batch1-0864,893.82,812.56,False,True
amount_10,amount,paddle,batch1-1165,6640.07,5976.06,True,True
amount_10,amount,paddle,batch1-0415,21710.03,23881.03,True,True
amount_10,amount,paddle,batch1-0471,40.3,40.3,False,False
amount_10,amount,paddle,batch1-0902,181.5,163.35,True,True
amount_10,amount,paddle,batch1-1019,409.05,449.96,True,True
amount_10,amount,paddle,batch1-0093,2235.2,2011.68,True,True
amount_10,amount,paddle,batch1-0704,32880.8,36168.88,True,True
amount_10,amount,paddle,batch1-0790,4.94,4.45,True,True
amount_10,amount,paddle,batch1-0296,169.25,152.33,True,True
amount_10,amount,paddle,batch1-1055,459.79,505.77,True,True
amount_10,amount,paddle,batch1-0336,4746.42,5221.06,True,True
amount_10,amount,paddle,batch1-1325,39935.77,39935.77,False,False
amount_10,amount,paddle,batch1-0724,55.66,55.66,False,False
amount_10,amount,paddle,batch1-1151,331.99,365.19,True,True
amount_10,amount,paddle,batch1-0088,500.24,450.22,True,True
amount_10,amount,paddle,batch1-1349,4783.7,4783.7,False,False
amount_10,amount,paddle,batch1-0817,55378.76,55378.76,False,False
amount_10,amount,paddle,batch1-0397,159.45,143.5,True,True
amount_10,amount,paddle,batch1-0979,220.44,198.4,True,True
amount_10,amount,paddle,batch1-0165,698.89,698.89,False,False
amount_10,amount,paddle,batch1-1312,1980.0,2178.0,True,True
amount_10,amount,paddle,batch1-0500,34486.08,31037.47,True,True
amount_10,amount,paddle,batch1-0073,53.96,59.36,True,True
amount_10,amount,paddle,batch1-1273,280.5,308.55,True,True
amount_10,amount,paddle,batch1-1226,1393.63,1532.99,True,True
amount_10,amount,paddle,batch1-0427,3756.43,3756.43,False,False
amount_10,amount,paddle,batch1-0964,33794.35,33794.35,False,False
amount_10,amount,paddle,batch1-0809,60.45,60.45,False,False
amount_10,amount,paddle,batch1-0283,314.27,282.84,True,True
amount_10,amount,paddle,batch1-0796,882.05,793.84,True,True
amount_10,amount,paddle,batch1-1439,2463.78,2710.16,True,True
amount_10,amount,paddle,batch1-0367,93439.3,93439.3,False,False
amount_10,amount,paddle,batch1-0452,39.53,43.48,True,True
amount_10,amount,paddle,batch1-0108,360.58,360.58,False,False
amount_10,amount,paddle,batch1-0824,589.41,589.41,False,False
amount_10,amount,paddle,batch1-0851,5224.97,5224.97,False,False
amount_10,amount,paddle,batch1-0560,14030.36,15433.4,True,True
amount_10,amount,paddle,batch1-0428,10.98,9.88,True,True
amount_10,amount,paddle,batch1-0897,341.63,307.47,True,True
amount_10,amount,paddle,batch1-1178,675.82,675.82,False,False
amount_10,amount,paddle,batch1-1290,1512.48,1663.73,True,True
amount_10,amount,paddle,batch1-0120,9908.95,10899.84,True,True
amount_10,amount,paddle,batch1-0903,111.07,122.18,True,True
amount_10,amount,paddle,batch1-0705,255.64,281.2,True,True
amount_10,amount,paddle,batch1-1046,686.02,686.02,True,False
amount_10,amount,paddle,batch1-0816,2172.39,1955.15,True,True
amount_10,amount,paddle,batch1-0677,16231.52,16231.52,False,False
amount_10,amount,paddle,batch1-1185,14.0,12.6,True,True
amount_10,amount,paddle,batch1-0569,224.75,202.28,True,True
amount_10,amount,paddle,batch1-0914,529.9,582.89,True,True
amount_10,amount,paddle,batch1-0697,4113.92,3702.53,True,True
amount_10,amount,paddle,batch1-1319,17820.0,16038.0,True,True
amount_10,amount,paddle,batch1-0223,111.0,99.9,True,True
amount_10,amount,paddle,batch1-1261,306.44,275.8,True,True
amount_10,amount,paddle,batch1-1075,582.7,524.43,True,True
amount_10,amount,paddle,batch1-0463,2069.23,1862.31,True,True
amount_10,amount,paddle,batch1-0859,36623.38,40285.72,True,True
amount_10,amount,paddle,batch1-0549,70.52,70.52,False,False
amount_10,amount,paddle,batch1-0772,195.31,175.78,True,True
amount_10,amount,paddle,batch1-0556,566.78,623.46,True,True
amount_10,amount,paddle,batch1-1026,3157.01,2841.31,True,True
amount_10,amount,paddle,batch1-0231,18614.34,20475.77,True,True
amount_10,amount,paddle,batch1-1115,16.47,14.82,True,True
amount_10,amount,paddle,batch1-1047,395.99,435.59,True,True
amount_10,amount,paddle,batch1-1122,422.55,380.3,True,True
amount_10,amount,paddle,batch1-0133,3454.44,3109.0,True,True
amount_10,amount,paddle,batch1-0245,158490.25,158490.25,False,False
amount_10,amount,paddle,batch1-0674,65.98,72.58,True,True
amount_10,amount,paddle,batch1-0481,395.75,435.33,True,True
amount_10,amount,paddle,batch1-1331,760.48,760.48,False,False
amount_10,amount,paddle,batch1-0279,3255.91,3255.91,False,False
amount_10,amount,paddle,batch1-0766,31774.49,31774.49,False,False
amount_10,amount,paddle,batch1-1464,83.89,83.89,False,False
amount_10,amount,paddle,batch1-0933,328.83,361.71,True,True
amount_10,amount,paddle,batch1-0377,692.78,762.06,True,True
amount_10,amount,paddle,batch1-0012,5459.75,4913.78,True,True
amount_10,amount,paddle,batch1-0050,25738.94,28312.83,True,True
amount_10,amount,paddle,batch1-0793,31.02,27.92,True,True
amount_10,amount,paddle,batch1-1341,238.11,214.3,True,True
amount_10,amount,paddle,batch1-1148,1221.77,1343.95,True,True
amount_10,amount,paddle,batch1-0522,3834.16,3450.74,True,True
amount_10,amount,paddle,batch1-1025,15416.49,13874.84,True,True
amount_10,amount,paddle,batch1-0169,25.52,28.07,True,True
amount_10,amount,paddle,batch1-1231,188.09,188.09,False,False
amount_10,amount,paddle,batch1-1381,538.67,484.8,True,True
amount_10,amount,paddle,batch1-0710,4272.92,3845.63,True,True
amount_10,amount,paddle,batch1-0686,19330.41,17397.37,True,True
amount_10,amount,paddle,batch1-1109,138.9,125.01,True,True
amount_10,amount,paddle,batch1-1287,173.8,191.18,True,True
amount_10,amount,paddle,batch1-1434,631.31,631.31,False,False
amount_10,amount,paddle,batch1-1169,4845.38,4845.38,False,False
amount_10,amount,paddle,batch1-0026,9256.59,9256.59,False,False
amount_10,amount,paddle,batch1-1051,110.0,110.0,False,False
amount_10,amount,paddle,batch1-1090,293.05,293.05,False,False
amount_10,amount,paddle,batch1-0932,916.21,824.59,True,True
amount_10,amount,paddle,batch1-0238,3065.64,3372.2,True,True
amount_10,amount,paddle,batch1-0449,17711.25,15940.12,True,True
amount_10,amount,paddle,batch1-1123,37.05,33.34,True,True
amount_10,amount,paddle,batch1-1403,219.89,197.9,True,True
amount_10,amount,paddle,batch1-1071,1126.13,1126.13,False,False
amount_10,amount,paddle,batch1-1266,2858.84,3144.72,True,True
amount_10,amount,paddle,batch1-1222,44262.48,39836.23,True,True
amount_10,amount,paddle,batch1-0846,97.33,107.06,True,True
amount_10,amount,paddle,batch1-1166,228.71,228.71,False,False
amount_10,amount,paddle,batch1-1469,1129.04,1241.94,True,True
amount_10,amount,paddle,batch1-0883,2345.76,2345.76,False,False
amount_10,amount,paddle,batch1-0434,20986.37,18887.73,True,True
amount_10,amount,paddle,batch1-0060,32.83,32.83,False,False
