model,file_name,amt_got,amt_ans,amt_extracted,amt_correct,date_got,date_ans,date_extracted,date_correct,name_got,name_ans,name_extracted,name_correct
paddle,batch1-0816,2172.39,2172.39,True,True,06/19/2017,06/19/2017,True,True,Martin Inc,Martin Inc,True,True
paddle,batch1-0677,16231.52,16231.52,True,True,05/21/2019,05/21/2019,True,True,Lewis-Gardner,Lewis-Gardner,True,True
paddle,batch1-1185,14.0,14.0,True,True,10/23/2013,10/23/2013,True,True,"Henson, Mccarthy and Hart","Henson, Mccarthy and Hart",True,True
paddle,batch1-0569,224.75,224.75,True,True,07/26/2014,07/26/2014,True,True,Morales-Wells,Morales-Wells,True,True
paddle,batch1-0914,529.9,529.9,True,True,07/01/2016,07/01/2016,True,True,"Allen, Johnson and Edwards","Allen, Johnson and Edwards",True,True
paddle,batch1-0697,4113.92,4113.92,True,True,03/09/2020,03/09/2020,True,True,"Booth, Townsend and Sanford","Booth, Townsend and Sanford",True,True
paddle,batch1-1319,17820.0,17820.0,True,True,07/29/2017,07/29/2017,True,True,Cruz Ltd,Cruz Ltd,True,True
paddle,batch1-0223,111.0,111.0,True,True,10/08/2013,10/08/2013,True,True,"Cook, Schwartz and Phillips","Cook, Schwartz and Phillips",True,True
paddle,batch1-1261,306.44,306.44,True,True,08/08/2012,08/08/2012,True,True,Mack-Jones,Mack-Jones,True,True
paddle,batch1-1075,582.7,582.7,True,True,04/19/2020,04/19/2020,True,True,"Jones, Kelly and Yang","Jones, Kelly and Yang",True,True
paddle,batch1-0463,2069.23,2069.23,True,True,04/05/2019,04/05/2019,True,True,Valenzuela PLC,Valenzuela PLC,True,True
paddle,batch1-0859,36623.38,36623.38,True,True,10/08/2018,10/08/2018,True,True,"Dominguez, Hunt and Garcia","Dominguez, Hunt and Garcia",True,True
paddle,batch1-0549,70.52,70.52,True,True,04/09/2012,04/09/2012,True,True,Lopez-Nguyen,Lopez-Nguyen,True,True
paddle,batch1-0772,195.31,195.31,True,True,07/10/2017,07/10/2017,True,True,Carney-Rogers,Carney-Rogers,True,True
paddle,batch1-0556,566.78,566.78,True,True,08/10/2020,08/10/2020,True,True,Garcia-Olson,Garcia-Olson,True,True
paddle,batch1-1026,3157.01,3157.01,True,True,02/25/2017,02/25/2017,True,True,Bishop Group,Bishop Group,True,True
paddle,batch1-0231,18614.34,18614.34,True,True,02/27/2012,02/27/2012,True,True,Mullen-Smith,Mullen-Smith,True,True
paddle,batch1-1115,16.47,16.47,True,True,07/28/2019,07/28/2019,True,True,Rogers Group,Rogers Group,True,True
paddle,batch1-1047,395.99,395.99,True,True,06/10/2019,06/10/2019,True,True,"Hawkins, Howard and Acosta","Hawkins, Howard and Acosta",True,True
paddle,batch1-1122,422.55,422.55,True,True,06/11/2014,06/11/2014,True,True,Henry Inc,Henry Inc,True,True
paddle,batch1-0133,3454.44,3454.44,True,True,12/26/2014,12/26/2014,True,True,Preston Inc,Preston Inc,True,True
paddle,batch1-0245,158490.25,158490.25,True,True,07/09/2013,07/09/2013,True,True,Kim Ltd,Kim Ltd,True,True
paddle,batch1-0674,65.98,65.98,True,True,04/05/2016,04/05/2016,True,True,Nixon-Delacruz,Nixon-Delacruz,True,True
paddle,batch1-0481,395.75,395.75,True,True,02/05/2014,02/05/2014,True,True,Gonzales-Callahan,Gonzales-Callahan,True,True
paddle,batch1-1331,760.48,760.48,True,True,09/03/2014,09/03/2014,True,True,"Morgan, Moss and Bush","Morgan, Moss and Bush",True,True
paddle,batch1-0279,3255.91,3255.91,True,True,09/04/2016,09/04/2016,True,True,"Beck, Martin and Jones","Beck, Martin and Jones",True,True
paddle,batch1-0766,31774.49,31774.49,True,True,03/20/2020,03/20/2020,True,True,Winters Inc,Winters Inc,True,True
paddle,batch1-1464,83.89,83.89,True,True,04/24/2012,04/24/2012,True,True,"Williams, Norman and Caldwell","Williams, Norman and Caldwell",True,True
paddle,batch1-0933,328.83,328.83,True,True,08/01/2019,08/01/2019,True,True,Dunn-Campbell,Dunn-Campbell,True,True
paddle,batch1-0377,692.78,692.78,True,True,01/20/2018,01/20/2018,True,True,Wilkins Ltd,Wilkins Ltd,True,True
paddle,batch1-0012,5459.75,5459.75,True,True,11/22/2013,11/22/2013,True,True,"Nicholson, Miller and Webster","Nicholson, Miller and Webster",True,True
paddle,batch1-0050,25738.94,25738.94,True,True,07/24/2012,07/24/2012,True,True,Lee-Brown,Lee-Brown,True,True
paddle,batch1-0793,31.02,31.02,True,True,04/24/2015,04/24/2015,True,True,Weeks-Taylor,Weeks-Taylor,True,True
paddle,batch1-1341,238.11,238.11,True,True,01/28/2013,01/28/2013,True,True,Sanders-Evans,Sanders-Evans,True,True
paddle,batch1-1148,1221.77,1221.77,True,True,12/13/2017,12/13/2017,True,True,Prince-Gutierrez,Prince-Gutierrez,True,True
paddle,batch1-0522,3834.16,3834.16,True,True,05/14/2015,05/14/2015,True,True,"Matthews, Long and Hutchinson","Matthews, Long and Hutchinson",True,True
paddle,batch1-1025,15416.49,15416.49,True,True,11/08/2019,11/08/2019,True,True,"Zuniga, Short and Jensen","Zuniga, Short and Jensen",True,True
paddle,batch1-0169,25.52,25.52,True,True,05/10/2019,05/10/2019,True,True,"Gutierrez, Shah and Davis","Gutierrez, Shah and Davis",True,True
paddle,batch1-1231,188.09,188.09,True,True,09/30/2019,09/30/2019,True,True,"Sexton, Rivera and Pineda","Sexton, Rivera and Pineda",True,True
paddle,batch1-1381,538.67,538.67,True,True,08/23/2015,08/23/2015,True,True,Forbes LLC,Forbes LLC,True,True
paddle,batch1-0710,4272.92,4272.92,True,True,05/09/2016,05/09/2016,True,True,Benton PLC,Benton PLC,True,True
paddle,batch1-0686,19330.41,19330.41,True,True,04/09/2015,04/09/2015,True,True,Jones-Torres,Jones-Torres,True,True
paddle,batch1-1109,138.9,138.9,True,True,07/03/2013,07/03/2013,True,True,Cruz PLC,Cruz PLC,True,True
paddle,batch1-1287,173.8,173.8,True,True,12/29/2018,12/29/2018,True,True,Mcguire PLC,Mcguire PLC,True,True
paddle,batch1-1434,631.31,631.31,True,True,10/16/2011,10/16/2011,True,True,"Jones, Carroll and Carpenter","Jones, Carroll and Carpenter",True,True
paddle,batch1-1169,4845.38,4845.38,True,True,11/30/2015,11/30/2015,True,True,Rosario-Ross,Rosario-Ross,True,True
paddle,batch1-0026,9256.59,9256.59,True,True,01/05/2017,01/05/2017,True,True,Sims-Olson,Sims-Olson,True,True
paddle,batch1-1051,110.0,110.0,True,True,01/06/2016,01/06/2016,True,True,Morse PLC,Morse PLC,True,True
paddle,batch1-1090,293.05,293.05,True,True,09/06/2016,09/06/2016,True,True,Moore Ltd,Moore Ltd,True,True
paddle,batch1-0932,916.21,916.21,True,True,01/02/2018,01/02/2018,True,True,Mcintosh-Taylor,Mcintosh-Taylor,True,True
paddle,batch1-0238,3065.64,3065.64,True,True,04/16/2020,04/16/2020,True,True,"Shah, Parsons and Shea","Shah, Parsons and Shea",True,True
paddle,batch1-0449,17711.25,17711.25,True,True,06/19/2011,06/19/2011,True,True,"Wright, Pineda and Walker","Wright, Pineda and Walker",True,True
paddle,batch1-1123,37.05,37.05,True,True,08/26/2017,08/26/2017,True,True,Ramos-Gomez,Ramos-Gomez,True,True
paddle,batch1-1403,219.89,219.89,True,True,03/12/2013,03/12/2013,True,True,Barker-Fletcher,Barker-Fletcher,True,True
paddle,batch1-1071,1126.13,1126.13,True,True,11/23/2016,11/23/2016,True,True,Lindsey Inc,Lindsey Inc,True,True
paddle,batch1-1266,2858.84,2858.84,True,True,04/13/2020,04/13/2020,True,True,Tran-Dunn,Tran-Dunn,True,True
paddle,batch1-1222,44262.48,44262.48,True,True,07/23/2017,07/23/2017,True,True,Barber LLC,Barber LLC,True,True
paddle,batch1-0846,97.33,97.33,True,True,12/04/2018,12/04/2018,True,True,"Love, Smith and Harris","Love, Smith and Harris",True,True
paddle,batch1-1166,228.71,228.71,True,True,09/26/2016,09/26/2016,True,True,Duran-Cole,Duran-Cole,True,True
paddle,batch1-1469,1129.04,1129.04,True,True,03/02/2017,03/02/2017,True,True,Wang-Tran,Wang-Tran,True,True
paddle,batch1-0883,2345.76,2345.76,True,True,11/03/2020,11/03/2020,True,True,Greene Ltd,Greene Ltd,True,True
paddle,batch1-0434,20986.37,20986.37,True,True,08/03/2014,08/03/2014,True,True,"Campbell, Hernandez and Myers","Campbell, Hernandez and Myers",True,True
paddle,batch1-0060,32.83,32.83,True,True,11/26/2012,11/26/2012,True,True,"Cohen, Saunders and Chapman","Cohen, Saunders and Chapman",True,True
paddle,batch1-0126,274.42,274.42,True,True,04/17/2020,04/17/2020,True,True,"Walker, Andrews and Leblanc","Walker, Andrews and Leblanc",True,True
paddle,batch1-0454,993.96,993.96,True,True,05/11/2020,05/11/2020,True,True,"Knight, Howell and Pugh","Knight, Howell and Pugh",True,True
paddle,batch1-0717,4618.75,4618.75,True,True,02/06/2020,02/06/2020,True,True,Stone-Ruiz,Stone-Ruiz,True,True
paddle,batch1-1068,33527.36,33527.36,True,True,01/20/2019,01/20/2019,True,True,Arnold PLC,Arnold PLC,True,True
paddle,batch1-0167,95.22,86.56,True,False,03/09/2020,03/09/2020,True,True,Alexander-Valenzuela,Alexander-Valenzuela,True,True
paddle,batch1-0292,328.2,328.2,True,True,04/24/2017,04/24/2017,True,True,"Allen, Gibbs and Holmes","Allen, Gibbs and Holmes",True,True
paddle,batch1-0266,760.1,760.1,True,True,11/08/2015,11/08/2015,True,True,"Freeman, Carter and Peterson","Freeman, Carter and Peterson",True,True
paddle,batch1-0981,3490.29,3490.29,True,True,07/17/2013,07/17/2013,True,True,Smith Ltd,Smith Ltd,True,True
paddle,batch1-0174,15937.63,15937.63,True,True,10/29/2012,10/29/2012,True,True,Hanson Ltd,Hanson Ltd,True,True
paddle,batch1-1473,102.3,102.3,True,True,02/12/2013,02/12/2013,True,True,"Stone, Lopez and Harding","Stone, Lopez and Harding",True,True
paddle,batch1-0100,235.79,235.79,True,True,05/22/2018,05/22/2018,True,True,Henderson Group,Henderson Group,True,True
paddle,batch1-0716,415.75,415.75,True,True,05/05/2013,05/05/2013,True,True,Eaton LLC,Eaton LLC,True,True
paddle,batch1-1377,5256.04,5256.04,True,True,02/08/2014,02/08/2014,True,True,Kaufman-Hopkins,Kaufman-Hopkins,True,True
paddle,batch1-0692,7397.59,7397.59,True,True,11/07/2017,11/07/2017,True,True,Martin-Silva,Martin-Silva,True,True
paddle,batch1-0374,6.6,6.6,True,True,05/09/2017,05/09/2017,True,True,Kirby Group,Kirby Group,True,True
paddle,batch1-1225,285.95,285.95,True,True,03/09/2012,03/09/2012,True,True,Carroll-Cardenas,Carroll-Cardenas,True,True
paddle,batch1-1344,816.49,816.49,True,True,03/25/2017,03/25/2017,True,True,"Arnold, Holder and Armstrong","Arnold, Holder and Armstrong",True,True
paddle,batch1-0764,3766.06,3766.06,True,True,07/11/2016,07/11/2016,True,True,"Alexander, Hensley and Watson","Alexander, Hensley and Watson",True,True
paddle,batch1-0286,18471.6,18471.6,True,True,12/23/2017,12/23/2017,True,True,"Barnes, Parks and Jenkins","Barnes, Parks and Jenkins",True,True
paddle,batch1-0843,10.99,10.99,True,True,03/06/2021,03/06/2021,True,True,Watson-Harris,Watson-Harris,True,True
paddle,batch1-0049,342.87,342.87,True,True,01/11/2018,01/11/2018,True,True,Martinez PLC,Martinez PLC,True,True
paddle,batch1-1132,767.32,767.32,True,True,10/07/2017,10/07/2017,True,True,Barker LLC,Barker LLC,True,True
paddle,batch1-0757,1682.77,1682.77,True,True,09/09/2018,09/09/2018,True,True,"Boyd, Franklin and Santos","Boyd, Franklin and Santos",True,True
paddle,batch1-1484,7096.28,7096.28,True,True,01/12/2012,01/12/2012,True,True,Smith-Guerrero,Smith-Guerrero,True,True
paddle,batch1-1124,158.4,158.4,True,True,10/07/2019,10/07/2019,True,True,Kelly-Freeman,Kelly-Freeman,True,True
paddle,batch1-1453,365.2,365.2,True,True,10/22/2012,10/22/2012,True,True,Meyer Inc,Meyer Inc,True,True
paddle,batch1-1134,577.31,577.31,True,True,08/11/2018,08/11/2018,True,True,Rice Group,Rice Group,True,True
paddle,batch1-1297,6494.81,6494.81,True,True,09/09/2017,09/09/2017,True,True,Tapia-Smith,Tapia-Smith,True,True
paddle,batch1-0134,10818.95,10818.95,True,True,04/07/2015,04/07/2015,True,True,"Cervantes, Carpenter and Morse","Cervantes, Carpenter and Morse",True,True
